id,task,framework,constraint,fold,type,result,metric,mode,version,params,app+AF8-version,utc,duration,training+AF8-duration,predict+AF8-duration,models+AF8-count,seed,info,acc,balacc,logloss,
openml.org/t/3828,zoo,AutoWEKA,test,0,binary,1,acc,local,latest,,2.1.4,2024+AC0-01+AC0-08T16:50:33,917.6,917.6,,,2079071872,,1,1,1,2.22045E+AC0-16
openml.org/t/3828,zoo,AutoWEKA,test,1,binary,1,acc,local,latest,,2.1.4,2024+AC0-01+AC0-08T17:05:50,916.7,916.7,,,2079071873,,1,1,1,2.22045E+AC0-16
openml.org/t/3828,zoo,AutoWEKA,test,2,binary,1,acc,local,latest,,2.1.4,2024+AC0-01+AC0-08T17:21:07,916.6,916.5,,,2079071874,,1,1,1,0.00314597
openml.org/t/3828,zoo,AutoWEKA,test,3,binary,0.9,acc,local,latest,,2.1.4,2024+AC0-01+AC0-08T17:36:24,916.7,916.7,,,2079071875,,0.9,1,875,0.183057
openml.org/t/3828,zoo,AutoWEKA,test,4,binary,1,acc,local,latest,,2.1.4,2024+AC0-01+AC0-08T17:51:40,916.3,916.3,,,2079071876,,1,1,1,2.22045E+AC0-16
openml.org/t/3828,zoo,AutoWEKA,test,5,binary,1,acc,local,latest,,2.1.4,2024+AC0-01+AC0-08T18:06:57,916.7,916.7,,,2079071877,,1,1,1,2.22045E+AC0-16
openml.org/t/3828,zoo,AutoWEKA,test,6,binary,1,acc,local,latest,,2.1.4,2024+AC0-01+AC0-08T18:22:17,919.9,919.8,,,2079071878,,1,1,1,2.22045E+AC0-16
openml.org/t/3828,zoo,AutoWEKA,test,7,binary,1,acc,local,latest,,2.1.4,2024+AC0-01+AC0-08T18:37:36,919.4,919.3,,,2079071879,,1,1,1,2.22045E+AC0-16
openml.org/t/3828,zoo,AutoWEKA,test,8,binary,1,acc,local,latest,,2.1.4,2024+AC0-01+AC0-08T18:52:55,918.4,918.4,,,2079071880,,1,1,1,0.642078
openml.org/t/3828,zoo,AutoWEKA,test,9,binary,1,acc,local,latest,,2.1.4,2024+AC0-01+AC0-08T19:08:13,917.7,917.7,,,2079071881,,1,1,1,0.021436
openml.org/t/3619,wisconsin,AutoWEKA,test,0,binary,0.5,acc,local,latest,,2.1.4,2024+AC0-01+AC0-09T09:03:56,999.5,999.5,,,602837943,,0.5,0.323232,0.515152,1.04692
openml.org/t/3619,wisconsin,AutoWEKA,test,1,binary,0.6,acc,local,latest,,2.1.4,2024+AC0-01+AC0-09T09:19:34,937.6,937.5,,,602837944,,0.6,0.545455,0.585859,0.902804
openml.org/t/3619,wisconsin,AutoWEKA,test,2,binary,0.5,acc,local,latest,,2.1.4,2024+AC0-01+AC0-09T09:37:01,1046.6,1046.6,,,602837945,,0.5,0.540404,0.505051,0.696857
openml.org/t/3619,wisconsin,AutoWEKA,test,3,binary,0.6,acc,local,latest,,2.1.4,2024+AC0-01+AC0-09T09:54:14,1033.4,1033.3,,,602837946,,0.6,0.676768,0.585859,0.666974
openml.org/t/3619,wisconsin,AutoWEKA,test,4,binary,0.736842,acc,local,latest,,2.1.4,2024+AC0-01+AC0-09T10:09:43,928.8,928.8,,,602837947,,0.736842,0.7,0.727778,9.49363
openml.org/t/3619,wisconsin,AutoWEKA,test,5,binary,0.526316,acc,local,latest,,2.1.4,2024+AC0-01+AC0-09T10:26:05,982.2,982.1,,,602837948,,0.526316,0.466667,0.522222,0.850238
openml.org/t/3619,wisconsin,AutoWEKA,test,6,binary,0.473684,acc,local,latest,,2.1.4,2024+AC0-01+AC0-09T10:42:31,986,986,,,602837949,,0.473684,0.527778,0.477778,0.732329
openml.org/t/3619,wisconsin,AutoWEKA,test,7,binary,0.578947,acc,local,latest,,2.1.4,2024+AC0-01+AC0-09T10:59:58,1046.8,1046.2,,,602837950,,0.578947,0.577778,0.577778,2.15759
openml.org/t/3619,wisconsin,AutoWEKA,test,8,binary,0.473684,acc,local,latest,,2.1.4,2024+AC0-01+AC0-09T11:16:39,1001,1001,,,602837951,,0.473684,0.488889,0.477778,0.936266
openml.org/t/3619,wisconsin,AutoWEKA,test,9,binary,0.631579,acc,local,latest,,2.1.4,2024+AC0-01+AC0-09T11:33:56,1036.4,1036.4,,,602837952,,0.631579,0.538889,0.616667,0.687954
openml.org/t/2382,wine,AutoWEKA,test,0,multiclass,0,acc,local,latest,,2.1.4,2024+AC0-01+AC0-13T13:04:18,1033.1,0,,,2088518725,NoResultError: AutoWEKA failed producing any prediction.,,,,
openml.org/t/2382,wine,AutoWEKA,test,1,multiclass,1,acc,local,latest,,2.1.4,2024+AC0-01+AC0-13T13:19:45,921.1,921,,,2088518726,,1,1,0.0103495,
openml.org/t/2382,wine,AutoWEKA,test,2,multiclass,1,acc,local,latest,,2.1.4,2024+AC0-01+AC0-13T13:35:17,931.9,931.8,,,2088518727,,1,1,0.0165243,
openml.org/t/2382,wine,AutoWEKA,test,3,multiclass,1,acc,local,latest,,2.1.4,2024+AC0-01+AC0-13T13:50:41,923.5,923.4,,,2088518728,,1,1,0.0587401,
openml.org/t/2382,wine,AutoWEKA,test,4,multiclass,0.944444,acc,local,latest,,2.1.4,2024+AC0-01+AC0-13T14:06:12,930.7,930.7,,,2088518729,,0.944444,0.952381,0.164533,
openml.org/t/2382,wine,AutoWEKA,test,5,multiclass,1,acc,local,latest,,2.1.4,2024+AC0-01+AC0-13T14:21:36,924.3,924.3,,,2088518730,,1,1,4.44089E+AC0-16,
openml.org/t/2382,wine,AutoWEKA,test,6,multiclass,1,acc,local,latest,,2.1.4,2024+AC0-01+AC0-13T14:37:20,943.7,943.7,,,2088518731,,1,1,0.00233975,
openml.org/t/2382,wine,AutoWEKA,test,7,multiclass,1,acc,local,latest,,2.1.4,2024+AC0-01+AC0-13T14:52:39,918.2,918.2,,,2088518732,,1,1,0.00162905,
openml.org/t/2382,wine,AutoWEKA,test,8,multiclass,1,acc,local,latest,,2.1.4,2024+AC0-01+AC0-13T15:09:05,986.4,986.3,,,2088518733,,1,1,0.0552462,
openml.org/t/2382,wine,AutoWEKA,test,9,multiclass,1,acc,local,latest,,2.1.4,2024+AC0-01+AC0-13T15:24:27,921.7,921.6,,,2088518734,,1,1,0.0152412,
openml.org/t/9988,wholesale+AC0-customers,AutoWEKA,test,0,binary,0.863636,acc,local,latest,,2.1.4,2024+AC0-01+AC0-12T13:25:17,961.8,961.6,,,1617151990,,0.863636,0.966667,0.832184,0.231255
openml.org/t/9988,wholesale+AC0-customers,AutoWEKA,test,1,binary,0.931818,acc,local,latest,,2.1.4,2024+AC0-01+AC0-12T13:41:29,972.1,972.1,,,1617151991,,0.931818,0.964368,0.916092,0.231595
openml.org/t/9988,wholesale+AC0-customers,AutoWEKA,test,2,binary,0.954545,acc,local,latest,,2.1.4,2024+AC0-01+AC0-12T13:56:48,918.9,918.9,,,1617151992,,0.954545,0.984524,0.947619,0.146212
openml.org/t/9988,wholesale+AC0-customers,AutoWEKA,test,3,binary,0.954545,acc,local,latest,,2.1.4,2024+AC0-01+AC0-12T14:12:20,931.1,931,,,1617151993,,0.954545,0.941667,0.947619,0.941764
openml.org/t/9988,wholesale+AC0-customers,AutoWEKA,test,4,binary,0.886364,acc,local,latest,,2.1.4,2024+AC0-01+AC0-12T14:27:52,932.3,932.2,,,1617151994,,0.886364,0.92619,0.878571,0.375028
openml.org/t/9988,wholesale+AC0-customers,AutoWEKA,test,5,binary,0.909091,acc,local,latest,,2.1.4,2024+AC0-01+AC0-12T14:43:20,928.1,928,,,1617151995,,0.909091,0.992857,0.933333,0.153072
openml.org/t/9988,wholesale+AC0-customers,AutoWEKA,test,6,binary,0.931818,acc,local,latest,,2.1.4,2024+AC0-01+AC0-12T14:58:49,928.7,928.6,,,1617151996,,0.931818,0.955952,0.911905,0.896863
openml.org/t/9988,wholesale+AC0-customers,AutoWEKA,test,7,binary,0.886364,acc,local,latest,,2.1.4,2024+AC0-01+AC0-12T15:14:59,969.3,969.1,,,1617151997,,0.886364,0.954762,0.859524,0.986589
openml.org/t/9988,wholesale+AC0-customers,AutoWEKA,test,8,binary,0.818182,acc,local,latest,,2.1.4,2024+AC0-01+AC0-12T15:30:33,933.9,933.6,,,1617151998,,0.818182,0.809524,0.828571,6.55542
openml.org/t/9988,wholesale+AC0-customers,AutoWEKA,test,9,binary,0.886364,acc,local,latest,,2.1.4,2024+AC0-01+AC0-12T15:46:41,968.3,968.3,,,1617151999,,0.886364,0.95119,0.878571,0.248858
openml.org/t/9919,volcanoes+AC0-e5,AutoWEKA,test,0,multiclass,0.901786,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T13:37:43,919.5,919.5,,,220078508,,0.901786,0.2,2.71088,
openml.org/t/9919,volcanoes+AC0-e5,AutoWEKA,test,1,multiclass,0.875,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T13:53:10,926.2,926.1,,,220078509,,875,0.390099,4.51537,
openml.org/t/9919,volcanoes+AC0-e5,AutoWEKA,test,2,multiclass,0.90991,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T14:08:45,935.5,935.5,,,220078510,,0.90991,0.25,1.18225,
openml.org/t/9919,volcanoes+AC0-e5,AutoWEKA,test,3,multiclass,0.900901,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T14:24:21,935.7,935.7,,,220078511,,0.900901,0.19802,1.81226,
openml.org/t/9919,volcanoes+AC0-e5,AutoWEKA,test,4,multiclass,0.90991,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T14:39:54,932.3,932.3,,,220078512,,0.90991,0.2,1.27328,
openml.org/t/9919,volcanoes+AC0-e5,AutoWEKA,test,5,multiclass,0.918919,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T14:55:40,946,946,,,220078513,,0.918919,0.24,0.926679,
openml.org/t/9919,volcanoes+AC0-e5,AutoWEKA,test,6,multiclass,0.900901,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T15:11:41,960.8,960.8,,,220078514,,0.900901,0.19802,0.631744,
openml.org/t/9919,volcanoes+AC0-e5,AutoWEKA,test,7,multiclass,0.90991,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T15:28:14,993.6,993.6,,,220078515,,0.90991,0.23802,1.20567,
openml.org/t/9919,volcanoes+AC0-e5,AutoWEKA,test,8,multiclass,0.900901,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T15:43:34,919.6,919.6,,,220078516,,0.900901,0.19802,0.340392,
openml.org/t/9919,volcanoes+AC0-e5,AutoWEKA,test,9,multiclass,0.891892,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T15:59:12,937.8,937.7,,,220078517,,0.891892,0.19604,1.78837,
openml.org/t/9918,volcanoes+AC0-e4,AutoWEKA,test,0,multiclass,0.904762,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T16:14:42,923.1,923.1,,,220078508,,0.904762,0.296522,0.838247,
openml.org/t/9918,volcanoes+AC0-e4,AutoWEKA,test,1,multiclass,0.912698,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T16:30:12,930,930,,,220078509,,0.912698,0.2,1.36107,
openml.org/t/9918,volcanoes+AC0-e4,AutoWEKA,test,2,multiclass,0.92,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T16:45:51,939.5,939.5,,,220078510,,0.92,0.25,0.972159,
openml.org/t/9918,volcanoes+AC0-e4,AutoWEKA,test,3,multiclass,0.936,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T17:01:16,924.3,924.3,,,220078511,,936,0.4,0.770906,
openml.org/t/9918,volcanoes+AC0-e4,AutoWEKA,test,4,multiclass,0.904,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T17:16:54,938.7,938.6,,,220078512,,904,0.198246,0.802011,
openml.org/t/9918,volcanoes+AC0-e4,AutoWEKA,test,5,multiclass,0.912,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T17:35:39,1124.8,1124.8,,,220078513,,912,0.2,0.567655,
openml.org/t/9918,volcanoes+AC0-e4,AutoWEKA,test,6,multiclass,0.904,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T17:51:33,953.1,953.1,,,220078514,,904,0.198246,0.580022,
openml.org/t/9918,volcanoes+AC0-e4,AutoWEKA,test,7,multiclass,0.912,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T18:06:57,924,923.7,,,220078515,,912,0.2,0.840757,
openml.org/t/9918,volcanoes+AC0-e4,AutoWEKA,test,8,multiclass,0.912,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T18:22:25,928.1,928.1,,,220078516,,912,0.2,1.24439,
openml.org/t/9918,volcanoes+AC0-e4,AutoWEKA,test,9,multiclass,0.904,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T18:38:55,989.4,989.4,,,220078517,,904,0.296491,1.37006,
openml.org/t/9917,volcanoes+AC0-e3,AutoWEKA,test,0,multiclass,0.914062,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T18:54:34,932.8,932.7,,,220078508,,0.914062,0.2,0.578591,
openml.org/t/9917,volcanoes+AC0-e3,AutoWEKA,test,1,multiclass,0.921875,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T19:10:22,947.8,947.7,,,220078509,,0.921875,0.3,0.538377,
openml.org/t/9917,volcanoes+AC0-e3,AutoWEKA,test,2,multiclass,0.914062,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T19:32:18,1316,1316,,,220078510,,0.914062,0.2,0.545211,
openml.org/t/9917,volcanoes+AC0-e3,AutoWEKA,test,3,multiclass,0.929688,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T19:48:00,941.9,941.9,,,220078511,,0.929688,0.4,0.551668,
openml.org/t/9917,volcanoes+AC0-e3,AutoWEKA,test,4,multiclass,0.890625,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T20:03:44,943.6,943.6,,,220078512,,0.890625,0.259829,3.16631,
openml.org/t/9917,volcanoes+AC0-e3,AutoWEKA,test,5,multiclass,0.898438,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T20:19:55,971,971,,,220078513,,0.898438,0.196581,0.314155,
openml.org/t/9917,volcanoes+AC0-e3,AutoWEKA,test,6,multiclass,0.84375,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T20:36:08,973.5,973.4,,,220078514,,0.84375,0.184615,4.88628,
openml.org/t/9917,volcanoes+AC0-e3,AutoWEKA,test,7,multiclass,0.92126,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T20:52:00,952,951.9,,,220078515,,0.92126,0.25,0.816484,
openml.org/t/9917,volcanoes+AC0-e3,AutoWEKA,test,8,multiclass,0.897638,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T21:07:41,941.2,941.2,,,220078516,,0.897638,0.194872,0.815755,
openml.org/t/9917,volcanoes+AC0-e3,AutoWEKA,test,9,multiclass,0.905512,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T21:23:15,933.8,933.7,,,220078517,,0.905512,0.196581,0.318011,
openml.org/t/9916,volcanoes+AC0-e2,AutoWEKA,test,0,multiclass,0.916667,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T21:39:21,959.3,959.3,,,220078508,,0.916667,0.25,0.580048,
openml.org/t/9916,volcanoes+AC0-e2,AutoWEKA,test,1,multiclass,0.916667,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T21:55:00,939.6,939.6,,,220078509,,0.916667,0.25,0.957945,
openml.org/t/9916,volcanoes+AC0-e2,AutoWEKA,test,2,multiclass,0.916667,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T22:10:27,926.5,926.5,,,220078510,,0.916667,0.2,1.2286,
openml.org/t/9916,volcanoes+AC0-e2,AutoWEKA,test,3,multiclass,0.916667,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T22:26:03,936,936,,,220078511,,0.916667,0.2,0.603145,
openml.org/t/9916,volcanoes+AC0-e2,AutoWEKA,test,4,multiclass,0.861111,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T22:41:23,919.2,919.2,,,220078512,,0.861111,0.189796,0.702442,
openml.org/t/9916,volcanoes+AC0-e2,AutoWEKA,test,5,multiclass,0.907407,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T22:56:48,925.1,925.1,,,220078513,,0.907407,0.2,0.949553,
openml.org/t/9916,volcanoes+AC0-e2,AutoWEKA,test,6,multiclass,0.907407,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T23:12:25,936.9,936.9,,,220078514,,0.907407,0.2,0.378498,
openml.org/t/9916,volcanoes+AC0-e2,AutoWEKA,test,7,multiclass,0.907407,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T23:27:45,920.2,920.2,,,220078515,,0.907407,0.297959,0.857371,
openml.org/t/9916,volcanoes+AC0-e2,AutoWEKA,test,8,multiclass,0.907407,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T23:43:24,938.7,938.7,,,220078516,,0.907407,0.2,0.625396,
openml.org/t/9916,volcanoes+AC0-e2,AutoWEKA,test,9,multiclass,0.907407,acc,local,latest,,2.1.4,2023+AC0-12+AC0-31T23:58:42,918.4,918.4,,,220078517,,0.907407,0.2,0.421713,
openml.org/t/9922,volcanoes+AC0-d3,AutoWEKA,test,0,multiclass,0.945102,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T00:16:56,1085.1,1085,,,220078508,,0.945102,0.2,0.237408,
openml.org/t/9922,volcanoes+AC0-d3,AutoWEKA,test,1,multiclass,0.945102,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T00:34:57,1081.2,1081.2,,,220078509,,0.945102,0.233333,0.277968,
openml.org/t/9922,volcanoes+AC0-d3,AutoWEKA,test,2,multiclass,0.942949,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T00:53:32,1115.4,1115.3,,,220078510,,0.942949,0.207877,0.315204,
openml.org/t/9922,volcanoes+AC0-d3,AutoWEKA,test,3,multiclass,0.944026,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T01:11:19,1066.8,1066.8,,,220078511,,0.944026,0.2,0.221403,
openml.org/t/9922,volcanoes+AC0-d3,AutoWEKA,test,4,multiclass,0,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T01:30:53,1173.9,0,,,220078512,NoResultError: AutoWEKA failed producing any prediction.,,,,
openml.org/t/9922,volcanoes+AC0-d3,AutoWEKA,test,5,multiclass,0.945043,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T01:48:52,1078.2,1078.2,,,220078513,,0.945043,0.2,0.53114,
openml.org/t/9922,volcanoes+AC0-d3,AutoWEKA,test,6,multiclass,0.945043,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T02:05:55,1023.6,1023.5,,,220078514,,0.945043,0.2,0.232364,
openml.org/t/9922,volcanoes+AC0-d3,AutoWEKA,test,7,multiclass,0.945043,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T02:22:41,1005.4,1005.3,,,220078515,,0.945043,0.2,1.27585,
openml.org/t/9922,volcanoes+AC0-d3,AutoWEKA,test,8,multiclass,0.945043,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T02:39:29,1008.1,1008,,,220078516,,0.945043,0.2,0.251701,
openml.org/t/9922,volcanoes+AC0-d3,AutoWEKA,test,9,multiclass,0.943966,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T02:58:43,1153.6,1153.5,,,220078517,,0.943966,0.216211,0.905663,
openml.org/t/9921,volcanoes+AC0-d2,AutoWEKA,test,0,multiclass,0.944444,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T03:17:02,1091,1090.9,,,220078508,,0.944444,0.2,0.243671,
openml.org/t/9921,volcanoes+AC0-d2,AutoWEKA,test,1,multiclass,0.941176,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T03:37:37,1235.1,1235,,,220078509,,0.941176,0.199308,0.459426,
openml.org/t/9921,volcanoes+AC0-d2,AutoWEKA,test,2,multiclass,0.945474,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T03:54:52,1035.2,1035.1,,,220078510,,0.945474,0.2,0.549129,
openml.org/t/9921,volcanoes+AC0-d2,AutoWEKA,test,3,multiclass,0.946565,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T04:12:53,1080.5,1080.4,,,220078511,,0.946565,0.233333,0.256879,
openml.org/t/9921,volcanoes+AC0-d2,AutoWEKA,test,4,multiclass,0.945474,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T04:30:10,1037,1037,,,220078512,,0.945474,0.2,0.758141,
openml.org/t/9921,volcanoes+AC0-d2,AutoWEKA,test,5,multiclass,0,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T05:12:10,2520,0,,,220078513,TimeoutError: Interrupting thread MainThread +AFs-ident+AD0-139703656280704+AF0- after 2460s timeout.,,,,
openml.org/t/9921,volcanoes+AC0-d2,AutoWEKA,test,6,multiclass,0.945474,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T05:29:23,1032.9,1032.9,,,220078514,,0.945474,0.2,0.772956,
openml.org/t/9921,volcanoes+AC0-d2,AutoWEKA,test,7,multiclass,0.944384,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T05:47:09,1065.9,1065.8,,,220078515,,0.944384,0.199769,0.245814,
openml.org/t/9921,volcanoes+AC0-d2,AutoWEKA,test,8,multiclass,0.945474,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T06:03:58,1008.6,1008.5,,,220078516,,0.945474,0.2,0.513225,
openml.org/t/9921,volcanoes+AC0-d2,AutoWEKA,test,9,multiclass,0.945474,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T06:20:37,999.7,999.6,,,220078517,,0.945474,0.2,0.272953,
openml.org/t/9933,volcanoes+AC0-c1,AutoWEKA,test,0,multiclass,0.976947,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T06:38:26,1059.3,1059.2,,,220078508,,0.976947,0.290785,0.516429,
openml.org/t/9933,volcanoes+AC0-c1,AutoWEKA,test,1,multiclass,0.975201,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T06:56:31,1084.9,1084.7,,,220078509,,0.975201,0.23853,0.52902,
openml.org/t/9933,volcanoes+AC0-c1,AutoWEKA,test,2,multiclass,0.975899,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T07:14:25,1073.7,1073.5,,,220078510,,0.975899,0.258372,0.542972,
openml.org/t/9933,volcanoes+AC0-c1,AutoWEKA,test,3,multiclass,0.975899,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T07:31:48,1042.8,1042.6,,,220078511,,0.975899,0.245618,0.543235,
openml.org/t/9933,volcanoes+AC0-c1,AutoWEKA,test,4,multiclass,0.975201,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T07:50:45,1136.9,1136.6,,,220078512,,0.975201,0.244014,0.307519,
openml.org/t/9933,volcanoes+AC0-c1,AutoWEKA,test,5,multiclass,0.974852,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T08:08:27,1062.4,1062.1,,,220078513,,0.974852,0.289691,0.283363,
openml.org/t/9933,volcanoes+AC0-c1,AutoWEKA,test,6,multiclass,0.97659,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T08:29:21,1254.2,1254,,,220078514,,0.97659,0.245762,0.483699,
openml.org/t/9933,volcanoes+AC0-c1,AutoWEKA,test,7,multiclass,0.975542,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T08:46:08,1006.7,1006.6,,,220078515,,0.975542,0.255054,0.15263,
openml.org/t/9933,volcanoes+AC0-c1,AutoWEKA,test,8,multiclass,0.973096,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T09:03:24,1036.3,1036.1,,,220078516,,0.973096,0.298726,0.283276,
openml.org/t/9933,volcanoes+AC0-c1,AutoWEKA,test,9,multiclass,0.977987,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T09:20:16,1011.9,1011.7,,,220078517,,0.977987,0.277491,0.102706,
openml.org/t/9930,volcanoes+AC0-b4,AutoWEKA,test,0,multiclass,0.964671,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T09:38:17,1072.7,1072.6,,,220078508,,0.964671,0.271504,0.150379,
openml.org/t/9930,volcanoes+AC0-b4,AutoWEKA,test,1,multiclass,0.967615,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T09:58:22,1204.7,1204.6,,,220078509,,0.967615,0.275579,0.465321,
openml.org/t/9930,volcanoes+AC0-b4,AutoWEKA,test,2,multiclass,0.961727,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T10:17:20,1138,1137.9,,,220078510,,0.961727,0.237076,0.158459,
openml.org/t/9930,volcanoes+AC0-b4,AutoWEKA,test,3,multiclass,0.964671,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T10:36:15,1134.9,1134.9,,,220078511,,0.964671,0.228368,0.149641,
openml.org/t/9930,volcanoes+AC0-b4,AutoWEKA,test,4,multiclass,0.969578,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T10:52:56,1000.3,1000.3,,,220078512,,0.969578,0.275987,0.142795,
openml.org/t/9930,volcanoes+AC0-b4,AutoWEKA,test,5,multiclass,0.966634,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T11:11:39,1123.8,1123.7,,,220078513,,0.966634,0.256939,0.149439,
openml.org/t/9930,volcanoes+AC0-b4,AutoWEKA,test,6,multiclass,0.959764,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T11:29:00,1040.2,1040.1,,,220078514,,0.959764,0.227551,0.202255,
openml.org/t/9930,volcanoes+AC0-b4,AutoWEKA,test,7,multiclass,0.967615,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T11:45:12,972.6,972.5,,,220078515,,0.967615,0.275782,1.16726,
openml.org/t/9930,volcanoes+AC0-b4,AutoWEKA,test,8,multiclass,0.947007,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T12:02:27,1034.7,1034.6,,,220078516,,0.947007,0.234218,0.770845,
openml.org/t/9930,volcanoes+AC0-b4,AutoWEKA,test,9,multiclass,0.968597,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T12:19:55,1047.5,1047.5,,,220078517,,0.968597,0.294626,0.138144,
openml.org/t/9929,volcanoes+AC0-b3,AutoWEKA,test,0,multiclass,0.969201,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T12:39:17,1153.4,1153.4,,,220078508,,0.969201,0.275791,0.146872,
openml.org/t/9929,volcanoes+AC0-b3,AutoWEKA,test,1,multiclass,0,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T12:55:53,996.2,0,,,220078509,NoResultError: AutoWEKA failed producing any prediction.,,,,
openml.org/t/9929,volcanoes+AC0-b3,AutoWEKA,test,2,multiclass,0.966314,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T13:12:56,1022.9,1022.8,,,220078510,,0.966314,0.247219,0.155022,
openml.org/t/9929,volcanoes+AC0-b3,AutoWEKA,test,3,multiclass,0.966314,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T13:31:51,1135.2,1135.1,,,220078511,,0.966314,0.275191,0.165919,
openml.org/t/9929,volcanoes+AC0-b3,AutoWEKA,test,4,multiclass,0.968239,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T13:48:44,1012.9,1012.8,,,220078512,,0.968239,0.289201,0.141622,
openml.org/t/9929,volcanoes+AC0-b3,AutoWEKA,test,5,multiclass,0.964389,acc,local,latest,,2.1.4,2024+AC0-01+AC0-01T14:05:49,1024.5,1024.4,,,220078513,,0.964389,0.239401,0.190877,
