id,task,framework,constraint,fold,type,result,metric,mode,version,params,app+AF8-version,utc,duration,training+AF8-duration,predict+AF8-duration,models+AF8-count,seed,info,acc,auc,balacc,logloss,models+AF8-ensemble+AF8-count
openml.org/t/3818,tae,NaiveAutoML,test,0,binary,0.6875,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-26T21:10:22,42.4,37.7,0.01,1,853875455,,0.6875,0.633333,0.65,11.289,
openml.org/t/3818,tae,NaiveAutoML,test,1,binary,0.8,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-26T21:11:11,49.3,47.2,0.03,1,853875456,,0.8,0.89,0.8,2.56752,
openml.org/t/3818,tae,NaiveAutoML,test,2,binary,0.6,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-26T21:12:02,51.1,48.1,0.04,1,853875457,,0.6,0.75,0.5,0.618538,
openml.org/t/3818,tae,NaiveAutoML,test,3,binary,0.8,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-26T21:12:48,45.4,42.5,0.01,1,853875458,,0.8,0.75,0.75,7.20873,
openml.org/t/3818,tae,NaiveAutoML,test,4,binary,0.8,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-26T21:13:40,52.2,50.1,0.01,1,853875459,,0.8,0.78,0.75,0.536572,
openml.org/t/3818,tae,NaiveAutoML,test,5,binary,0.8,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-26T21:14:31,50.7,48.6,0.03,1,853875460,,0.8,0.82,0.8,2.87884,
openml.org/t/3818,tae,NaiveAutoML,test,6,binary,0.866667,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-26T21:15:24,52.9,50.7,0.02,1,853875461,,0.866667,0.94,0.85,0.36061,
openml.org/t/3818,tae,NaiveAutoML,test,7,binary,0.8,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-26T21:16:07,42.3,40.2,0.01,1,853875462,,0.8,0.81,0.75,0.493214,
openml.org/t/3818,tae,NaiveAutoML,test,8,binary,0.866667,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-26T21:16:50,43.2,41,0.01,1,853875463,,0.866667,0.68,0.8,0.643631,
openml.org/t/3818,tae,NaiveAutoML,test,9,binary,0.6,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-26T21:17:40,50.1,48,0.02,1,853875464,,0.6,0.731481,0.611111,2.8512,
openml.org/t/3818,tae,TPOT,test,0,binary,0.8125,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-26T22:31:13,68.3,61.7,0.002,132,835356448,,0.8125,0.8,0.75,0.441858,
openml.org/t/3818,tae,TPOT,test,1,binary,0.8,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-26T22:32:21,67.3,60.7,0.002,205,835356449,,0.8,0.87,0.75,2.66566,
openml.org/t/3818,tae,TPOT,test,2,binary,0.733333,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-26T22:33:29,68.1,61.5,0.002,183,835356450,,0.733333,0.62,0.6,2.8006,
openml.org/t/3818,tae,TPOT,test,3,binary,0.733333,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-26T22:34:36,66.8,60.2,0.001,235,835356451,,0.733333,0.72,0.6,0.455022,
openml.org/t/3818,tae,TPOT,test,4,binary,0.733333,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-26T22:35:44,67.6,61.1,0.001,207,835356452,,0.733333,0.84,0.6,0.429455,
openml.org/t/3818,tae,TPOT,test,5,binary,0.733333,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-26T22:36:50,66.8,60.2,0.04,268,835356453,,0.733333,0.62,0.65,2.8524,
openml.org/t/3818,tae,TPOT,test,6,binary,0.866667,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-26T22:37:59,68.5,62,0.001,274,835356454,,0.866667,0.92,0.85,2.55143,
openml.org/t/3818,tae,TPOT,test,7,binary,0.8,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-26T22:39:07,68,61.5,0.008,235,835356455,,0.8,0.77,0.75,2.68957,
openml.org/t/3818,tae,TPOT,test,8,binary,0.733333,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-26T22:40:16,68.5,62.1,0.002,207,835356456,,0.733333,0.72,0.7,0.838513,
openml.org/t/3818,tae,TPOT,test,9,binary,0.733333,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-26T22:41:24,68.2,61.7,0.001,203,835356457,,0.733333,0.768519,0.666667,2.80607,
