id,task,framework,constraint,fold,type,result,metric,mode,version,params,app+AF8-version,utc,duration,training+AF8-duration,predict+AF8-duration,models+AF8-count,seed,info,acc,auc,balacc,logloss,models+AF8-ensemble+AF8-count
openml.org/t/3818,tae,AutoGluon,test,0,binary,0.5625,acc,local,1.0.0,,2.1.4,2024+AC0-01+AC0-29T10:29:47,13,9.8,0.1,14,324788422,,0.5625,0.541667,0.516667,0.855845,3
openml.org/t/3818,tae,AutoGluon,test,1,binary,0.866667,acc,local,1.0.0,,2.1.4,2024+AC0-01+AC0-29T10:29:59,11.9,9,0.007,14,324788423,,0.866667,0.74,0.85,0.618135,2
openml.org/t/3818,tae,AutoGluon,test,2,binary,0.733333,acc,local,1.0.0,,2.1.4,2024+AC0-01+AC0-29T10:30:14,14.6,11.6,0.1,14,324788424,,0.733333,0.88,0.6,0.511433,3
openml.org/t/3818,tae,AutoGluon,test,3,binary,0.8,acc,local,1.0.0,,2.1.4,2024+AC0-01+AC0-29T10:30:25,11.6,9,0.01,14,324788425,,0.8,0.72,0.8,0.742782,2
openml.org/t/3818,tae,AutoGluon,test,4,binary,0.666667,acc,local,1.0.0,,2.1.4,2024+AC0-01+AC0-29T10:30:37,11.4,8.9,0.01,14,324788426,,0.666667,0.8,0.6,0.443858,2
openml.org/t/3818,tae,AutoGluon,test,5,binary,0.733333,acc,local,1.0.0,,2.1.4,2024+AC0-01+AC0-29T10:30:48,11.1,8.5,0.006,14,324788427,,0.733333,0.82,0.8,0.643182,2
openml.org/t/3818,tae,AutoGluon,test,6,binary,0.733333,acc,local,1.0.0,,2.1.4,2024+AC0-01+AC0-29T10:30:59,11.2,8.7,0.006,14,324788428,,0.733333,0.72,0.7,0.732436,2
openml.org/t/3818,tae,AutoGluon,test,7,binary,0.866667,acc,local,1.0.0,,2.1.4,2024+AC0-01+AC0-29T10:31:11,11.3,8.7,0.006,14,324788429,,0.866667,0.92,0.85,0.27505,3
openml.org/t/3818,tae,AutoGluon,test,8,binary,0.733333,acc,local,1.0.0,,2.1.4,2024+AC0-01+AC0-29T10:31:22,11,8.4,0.005,14,324788430,,0.733333,0.62,0.6,0.61308,3
openml.org/t/3818,tae,AutoGluon,test,9,binary,0.666667,acc,local,1.0.0,,2.1.4,2024+AC0-01+AC0-29T10:31:34,11.4,8.9,0.006,14,324788431,,0.666667,0.722222,0.638889,0.733491,2
openml.org/t/3818,tae,autosklearn,test,0,binary,0.625,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-28T21:01:42,3615.6,3608.6,0.3,35,1695865773,,0.625,0.533333,0.6,3.15193,
openml.org/t/3818,tae,autosklearn,test,1,binary,0.666667,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-28T22:01:54,3611.9,3604,0.1,29,1695865774,,0.666667,0.68,0.6,1.49258,
openml.org/t/3818,tae,autosklearn,test,2,binary,0.8,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-28T23:02:03,3609.2,3601.4,0.007,1,1695865775,,0.8,0.84,0.75,0.765252,
openml.org/t/3818,tae,autosklearn,test,3,binary,0.733333,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-29T00:02:09,3606,3597.5,0.5,30,1695865776,,0.733333,0.76,0.6,0.542583,
openml.org/t/3818,tae,autosklearn,test,4,binary,0.733333,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-29T01:02:23,3613.4,3606.1,0.5,32,1695865777,,0.733333,0.82,0.75,0.555803,
openml.org/t/3818,tae,autosklearn,test,5,binary,0.733333,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-29T02:02:39,3616.2,3608.9,0.5,31,1695865778,,0.733333,0.86,0.7,0.514118,
openml.org/t/3818,tae,autosklearn,test,6,binary,0.733333,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-29T03:02:46,3607.5,3600.2,0.5,30,1695865779,,0.733333,0.84,0.75,0.573134,
openml.org/t/3818,tae,autosklearn,test,7,binary,0.866667,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-29T04:02:56,3610.2,3602.6,0.09,28,1695865780,,0.866667,0.72,0.8,0.554578,
openml.org/t/3818,tae,autosklearn,test,8,binary,0.733333,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-29T05:03:08,3611.9,3604.7,0.6,24,1695865781,,0.733333,0.8,0.7,0.504353,
openml.org/t/3818,tae,autosklearn,test,9,binary,0.666667,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-29T06:03:16,3607.9,3600.2,0.03,12,1695865782,,0.666667,0.833333,0.583333,1.54699,
openml.org/t/3818,tae,AutoWEKA,test,0,binary,0.6875,acc,local,latest,,2.1.4,2024+AC0-01+AC0-29T11:21:22,3014.3,3014.2,,,1345619066,,0.6875,0.683333,0.65,2.7057,
openml.org/t/3818,tae,AutoWEKA,test,1,binary,0.6,acc,local,latest,,2.1.4,2024+AC0-01+AC0-29T12:16:44,3322,3322,,,1345619067,,0.6,0.49,0.55,0.741003,
openml.org/t/3818,tae,AutoWEKA,test,2,binary,0.733333,acc,local,latest,,2.1.4,2024+AC0-01+AC0-29T13:08:15,3091,3091,,,1345619068,,0.733333,0.63,0.65,0.581234,
openml.org/t/3818,tae,AutoWEKA,test,3,binary,0.733333,acc,local,latest,,2.1.4,2024+AC0-01+AC0-29T14:00:44,3149.2,3149.1,,,1345619069,,0.733333,0.56,0.6,0.634444,
openml.org/t/3818,tae,AutoWEKA,test,4,binary,0.8,acc,local,latest,,2.1.4,2024+AC0-01+AC0-29T14:58:18,3453.7,3453.7,,,1345619070,,0.8,0.76,0.8,0.517763,
openml.org/t/3818,tae,AutoWEKA,test,5,binary,0.866667,acc,local,latest,,2.1.4,2024+AC0-01+AC0-29T15:54:43,3385.3,3385.2,,,1345619071,,0.866667,0.82,0.85,0.49627,
openml.org/t/3818,tae,AutoWEKA,test,6,binary,0.866667,acc,local,latest,,2.1.4,2024+AC0-01+AC0-29T16:45:30,3047,3047,,,1345619072,,0.866667,0.9,0.9,0.441837,
openml.org/t/3818,tae,AutoWEKA,test,7,binary,0.733333,acc,local,latest,,2.1.4,2024+AC0-01+AC0-29T17:35:44,3013.8,3013.7,,,1345619073,,0.733333,0.66,0.65,0.579296,
openml.org/t/3818,tae,AutoWEKA,test,8,binary,0.8,acc,local,latest,,2.1.4,2024+AC0-01+AC0-29T18:33:17,3453.3,3453.3,,,1345619074,,0.8,0.74,0.75,0.518544,
openml.org/t/3818,tae,AutoWEKA,test,9,binary,0.733333,acc,local,latest,,2.1.4,2024+AC0-01+AC0-29T19:23:33,3016,3016,,,1345619075,,0.733333,0.685185,0.722222,0.592669,
openml.org/t/3818,tae,H2OAutoML,test,0,binary,0.5625,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-28T10:03:21,3253.5,3247.2,0.03,277,1938110723,,0.5625,0.533333,0.583333,0.817588,
openml.org/t/3818,tae,H2OAutoML,test,1,binary,0.666667,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-28T10:58:53,3332,3325.4,0.03,219,1938110724,,0.666667,0.74,0.55,0.716426,
