idBase,_acc,tempo_treino,tempo_teste
463,0.7777777777777778,0.0003139972686767578,0.0
463,0.8333333333333334,0.0,0.010582923889160156
463,0.7777777777777778,0.00400090217590332,0.0010819435119628906
463,0.8888888888888888,0.005068302154541016,0.0010352134704589844
463,0.8333333333333334,0.005915164947509766,0.0015728473663330078
463,0.7222222222222222,0.0,0.007199287414550781
463,0.7222222222222222,0.003992319107055664,0.002008199691772461
463,0.8333333333333334,0.0051577091217041016,0.0
463,0.7777777777777778,0.0,0.008981943130493164
463,0.6666666666666666,0.0027375221252441406,0.00455784797668457
