id,task,framework,constraint,fold,type,result,metric,mode,version,params,app+AF8-version,utc,duration,training+AF8-duration,predict+AF8-duration,models+AF8-count,seed,info,acc,auc,balacc,logloss
openml.org/t/3828,zoo,autosklearn,test,0,binary,0.545455,acc,local,0.15.0,,2.1.4,2024+AC0-02+AC0-03T19:06:07,3611.1,3600.2,0.005,1,272640524,,0.545455,0.5,0.5,0.693147
openml.org/t/3828,zoo,autosklearn,test,1,binary,0.6,acc,local,0.15.0,,2.1.4,2024+AC0-02+AC0-03T20:06:20,3613.4,3604.8,0.006,1,272640525,,0.6,0.5,0.5,0.693147
openml.org/t/3828,zoo,autosklearn,test,2,binary,0.6,acc,local,0.15.0,,2.1.4,2024+AC0-02+AC0-03T21:06:35,3614.3,3605.3,0.006,1,272640526,,0.6,0.5,0.5,0.693147
openml.org/t/3828,zoo,autosklearn,test,3,binary,0.6,acc,local,0.15.0,,2.1.4,2024+AC0-02+AC0-03T22:06:48,3613.3,3604.5,0.006,1,272640527,,0.6,0.5,0.5,0.693147
openml.org/t/3828,zoo,autosklearn,test,4,binary,0.6,acc,local,0.15.0,,2.1.4,2024+AC0-02+AC0-03T23:07:10,3621.2,3612.5,0.004,1,272640528,,0.6,0.5,0.5,0.693147
openml.org/t/3828,zoo,autosklearn,test,5,binary,0.6,acc,local,0.15.0,,2.1.4,2024+AC0-02+AC0-04T00:07:19,3609.2,3600.2,0.004,1,272640529,,0.6,0.5,0.5,0.693147
openml.org/t/3828,zoo,autosklearn,test,6,binary,0.6,acc,local,0.15.0,,2.1.4,2024+AC0-02+AC0-04T01:07:30,3610.8,3601.6,0.004,1,272640530,,0.6,0.5,0.5,0.693147
openml.org/t/3828,zoo,autosklearn,test,7,binary,0.6,acc,local,0.15.0,,2.1.4,2024+AC0-02+AC0-04T02:07:45,3615.2,3606.7,0.005,1,272640531,,0.6,0.5,0.5,0.693147
openml.org/t/3828,zoo,autosklearn,test,8,binary,0.6,acc,local,0.15.0,,2.1.4,2024+AC0-02+AC0-04T03:08:03,3617.7,3608.7,0.004,1,272640532,,0.6,0.5,0.5,0.693147
openml.org/t/3828,zoo,autosklearn,test,9,binary,0.6,acc,local,0.15.0,,2.1.4,2024+AC0-02+AC0-04T04:08:16,3612.7,3604.1,0.005,1,272640533,,0.6,0.5,0.5,0.693147
openml.org/t/3619,wisconsin,autosklearn,test,0,binary,0.6,acc,local,0.15.0,,2.1.4,2024+AC0-02+AC0-04T05:08:34,3612.3,3604.4,0.2,34,272640524,,0.6,0.515152,0.575758,0.728742
openml.org/t/3619,wisconsin,autosklearn,test,1,binary,0.45,acc,local,0.15.0,,2.1.4,2024+AC0-02+AC0-04T06:08:50,3616,3606,0.3,31,272640525,,0.45,0.454545,0.449495,0.760248
openml.org/t/3619,wisconsin,autosklearn,test,2,binary,0.7,acc,local,0.15.0,,2.1.4,2024+AC0-02+AC0-04T07:09:08,3617.3,3607.3,0.1,32,272640526,,0.7,0.626263,0.707071,0.668344
