idBase,_acc,tempo_treino,tempo_teste
1012,0.7,0.0,0.014348506927490234
1012,0.65,0.005089521408081055,0.0010013580322265625
1012,0.65,0.003083467483520508,0.002374410629272461
1012,0.65,0.005725860595703125,0.0009810924530029297
1012,0.7368421052631579,0.003824472427368164,0.00093841552734375
1012,0.5789473684210527,0.002063274383544922,0.002645254135131836
1012,0.6842105263157895,0.004643917083740234,0.0010027885437011719
1012,0.7894736842105263,0.0030601024627685547,0.0010704994201660156
1012,0.7368421052631579,0.001999378204345703,0.0008096694946289062
1012,0.5789473684210527,0.0002155303955078125,0.0046842098236083984
