idBase,_acc,tempo_treino,tempo_teste
1549,0.2,0.416853666305542,0.0
1549,0.22666666666666666,0.40743350982666016,0.008188486099243164
1549,0.26666666666666666,0.5599637031555176,0.015616178512573242
1549,0.26666666666666666,0.5892128944396973,0.015624523162841797
1549,0.26666666666666666,0.6320536136627197,0.004515171051025391
1549,0.25333333333333335,0.7118957042694092,0.008171319961547852
1549,0.2,0.64444899559021,0.0
1549,0.21333333333333335,0.5010776519775391,0.008108854293823242
1549,0.24,0.475125789642334,0.00815582275390625
1549,0.17333333333333334,0.4387071132659912,0.008217334747314453
