id,task,framework,constraint,fold,type,result,metric,mode,version,params,app+AF8-version,utc,duration,training+AF8-duration,predict+AF8-duration,models+AF8-count,seed,info,acc,auc,balacc,logloss
openml.org/t/3828,zoo,NaiveAutoML,test,0,binary,,acc,local,0.0.27,,2.1.4,2023+AC0-12+AC0-02T21:07:51,1.2,,,,1243249402,NoResultError: SimpleImputer does not support data with dtype bool. Please provide either a numeric array (with a floating point or integer dtype) or categorical data represented either as an array w+//0-,,,,
openml.org/t/3828,zoo,NaiveAutoML,test,1,binary,,acc,local,0.0.27,,2.1.4,2023+AC0-12+AC0-02T21:07:52,1.2,,,,1243249403,NoResultError: SimpleImputer does not support data with dtype bool. Please provide either a numeric array (with a floating point or integer dtype) or categorical data represented either as an array w+//0-,,,,
openml.org/t/3828,zoo,NaiveAutoML,test,2,binary,,acc,local,0.0.27,,2.1.4,2023+AC0-12+AC0-02T21:07:53,1.2,,,,1243249404,NoResultError: SimpleImputer does not support data with dtype bool. Please provide either a numeric array (with a floating point or integer dtype) or categorical data represented either as an array w+//0-,,,,
openml.org/t/3828,zoo,NaiveAutoML,test,3,binary,,acc,local,0.0.27,,2.1.4,2023+AC0-12+AC0-02T21:07:55,1.2,,,,1243249405,NoResultError: SimpleImputer does not support data with dtype bool. Please provide either a numeric array (with a floating point or integer dtype) or categorical data represented either as an array w+//0-,,,,
openml.org/t/3828,zoo,NaiveAutoML,test,4,binary,,acc,local,0.0.27,,2.1.4,2023+AC0-12+AC0-02T21:07:56,1.2,,,,1243249406,NoResultError: SimpleImputer does not support data with dtype bool. Please provide either a numeric array (with a floating point or integer dtype) or categorical data represented either as an array w+//0-,,,,
openml.org/t/3828,zoo,NaiveAutoML,test,5,binary,,acc,local,0.0.27,,2.1.4,2023+AC0-12+AC0-02T21:07:57,1.2,,,,1243249407,NoResultError: SimpleImputer does not support data with dtype bool. Please provide either a numeric array (with a floating point or integer dtype) or categorical data represented either as an array w+//0-,,,,
openml.org/t/3828,zoo,NaiveAutoML,test,6,binary,,acc,local,0.0.27,,2.1.4,2023+AC0-12+AC0-02T21:07:58,1.3,,,,1243249408,NoResultError: SimpleImputer does not support data with dtype bool. Please provide either a numeric array (with a floating point or integer dtype) or categorical data represented either as an array w+//0-,,,,
openml.org/t/3828,zoo,NaiveAutoML,test,7,binary,,acc,local,0.0.27,,2.1.4,2023+AC0-12+AC0-02T21:08:00,1.2,,,,1243249409,NoResultError: SimpleImputer does not support data with dtype bool. Please provide either a numeric array (with a floating point or integer dtype) or categorical data represented either as an array w+//0-,,,,
openml.org/t/3828,zoo,NaiveAutoML,test,8,binary,,acc,local,0.0.27,,2.1.4,2023+AC0-12+AC0-02T21:08:01,1.2,,,,1243249410,NoResultError: SimpleImputer does not support data with dtype bool. Please provide either a numeric array (with a floating point or integer dtype) or categorical data represented either as an array w+//0-,,,,
openml.org/t/3828,zoo,NaiveAutoML,test,9,binary,,acc,local,0.0.27,,2.1.4,2023+AC0-12+AC0-02T21:08:02,1.3,,,,1243249411,NoResultError: SimpleImputer does not support data with dtype bool. Please provide either a numeric array (with a floating point or integer dtype) or categorical data represented either as an array w+//0-,,,,
