id,task,framework,constraint,fold,type,result,metric,mode,version,params,app+AF8-version,utc,duration,training+AF8-duration,predict+AF8-duration,models+AF8-count,seed,info,acc,balacc,logloss,,
openml.org/t/3649,newton+AF8-hema,AutoGluon,test,3,binary,0.928571,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T12:51:21,9,7.3,3,14,78169665,,0.928571,0.938776,0.928571,,
openml.org/t/3649,newton+AF8-hema,AutoGluon,test,4,binary,0.857143,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T12:51:31,9.4,7.6,6,14,78169666,,0.857143,0.877551,0.857143,,
openml.org/t/3649,newton+AF8-hema,AutoGluon,test,5,binary,0.642857,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T12:51:40,9,7.2,6,14,78169667,,0.642857,0.795918,0.642857,,
openml.org/t/3649,newton+AF8-hema,AutoGluon,test,6,binary,0.857143,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T12:51:49,8.9,7,0.01,14,78169668,,0.857143,0.959184,0.857143,,
openml.org/t/3649,newton+AF8-hema,AutoGluon,test,7,binary,0.785714,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T12:51:59,10.4,8.6,3,14,78169669,,0.785714,0.826531,0.785714,,
openml.org/t/3649,newton+AF8-hema,AutoGluon,test,8,binary,0.714286,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T12:52:08,9,7.2,6,14,78169670,,0.714286,0.714286,0.714286,,
openml.org/t/3649,newton+AF8-hema,AutoGluon,test,9,binary,0.928571,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T12:52:17,9.1,7.3,8,14,78169671,,0.928571,0.959184,0.928571,,
openml.org/t/3744,mu284,AutoGluon,test,0,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T12:52:27,9.4,7.7,6,14,78169662,,1,1,1,,
openml.org/t/3744,mu284,AutoGluon,test,1,binary,0.931034,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T12:52:36,9.4,7.6,0.06,14,78169663,,0.931034,0.995238,0.930952,,
openml.org/t/3744,mu284,AutoGluon,test,2,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T12:52:46,9.9,8.2,2,14,78169664,,1,1,1,,
openml.org/t/3744,mu284,AutoGluon,test,3,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T12:52:56,9.6,7.9,2,14,78169665,,1,1,1,,
openml.org/t/3744,mu284,AutoGluon,test,4,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T12:53:06,9.5,7.7,0.06,14,78169666,,1,1,1,,
openml.org/t/3744,mu284,AutoGluon,test,5,binary,0.928571,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T12:53:17,11.1,9.4,6,14,78169667,,0.928571,0.984694,0.928571,,
openml.org/t/3744,mu284,AutoGluon,test,6,binary,0.964286,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T12:53:26,9.5,7.7,0.06,14,78169668,,0.964286,1,0.964286,,
openml.org/t/3744,mu284,AutoGluon,test,7,binary,0.964286,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T12:53:36,9.6,7.8,0.07,14,78169669,,0.964286,1,0.964286,,
openml.org/t/3744,mu284,AutoGluon,test,8,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T12:53:46,9.4,7.6,0.06,14,78169670,,1,1,1,,
openml.org/t/3744,mu284,AutoGluon,test,9,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T12:53:55,9.6,7.8,0.05,14,78169671,,1,1,1,,
openml.org/t/2373,molecular+AC0-biology+AF8-promoters,AutoGluon,test,0,binary,0.909091,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:54:32,14.4,12.6,0.03,12,713466922,,0.909091,0.966667,0.916667,,
openml.org/t/2373,molecular+AC0-biology+AF8-promoters,AutoGluon,test,1,binary,0.909091,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:54:45,13.2,11.4,0.03,12,713466923,,0.909091,0.933333,0.916667,,
openml.org/t/2373,molecular+AC0-biology+AF8-promoters,AutoGluon,test,2,binary,0.818182,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:54:58,13.1,11.2,0.03,12,713466924,,0.818182,1,0.833333,,
openml.org/t/2373,molecular+AC0-biology+AF8-promoters,AutoGluon,test,3,binary,0.909091,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:55:12,14.2,12.4,0.03,12,713466925,,0.909091,0.933333,0.9,,
openml.org/t/2373,molecular+AC0-biology+AF8-promoters,AutoGluon,test,4,binary,0.909091,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:55:26,14,12.2,0.03,12,713466926,,0.909091,1,0.916667,,
openml.org/t/2373,molecular+AC0-biology+AF8-promoters,AutoGluon,test,5,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:55:40,13.7,11.9,0.03,12,713466927,,1,1,1,,
openml.org/t/2373,molecular+AC0-biology+AF8-promoters,AutoGluon,test,6,binary,0.9,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:55:54,13.5,11.7,0.03,12,713466928,,0.9,1,0.9,,
openml.org/t/2373,molecular+AC0-biology+AF8-promoters,AutoGluon,test,7,binary,0.9,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:56:07,13.5,11.8,0.03,12,713466929,,0.9,1,0.9,,
openml.org/t/2373,molecular+AC0-biology+AF8-promoters,AutoGluon,test,8,binary,0.7,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:56:21,13.5,11.7,0.03,12,713466930,,0.7,0.88,0.7,,
openml.org/t/2373,molecular+AC0-biology+AF8-promoters,AutoGluon,test,9,binary,0.7,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:56:35,13.8,11.9,0.09,12,713466931,,0.7,0.88,0.7,,
openml.org/t/3858,mfeat+AC0-zernike,AutoGluon,test,0,binary,0.985,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:56:48,13.2,11.4,4,14,713466922,,985,0.997222,925,,
openml.org/t/3858,mfeat+AC0-zernike,AutoGluon,test,1,binary,0.995,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:57:01,13.3,11.5,8,14,713466923,,995,0.991389,975,,
openml.org/t/3858,mfeat+AC0-zernike,AutoGluon,test,2,binary,0.985,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:57:15,13.8,12.1,3,14,713466924,,985,0.999167,925,,
openml.org/t/3858,mfeat+AC0-zernike,AutoGluon,test,3,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:57:30,14.8,13.1,3,14,713466925,,1,1,1,,
openml.org/t/3858,mfeat+AC0-zernike,AutoGluon,test,4,binary,0.995,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:57:44,13.6,11.8,3,14,713466926,,995,1,975,,
openml.org/t/3858,mfeat+AC0-zernike,AutoGluon,test,5,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:57:57,12.8,11.1,2,14,713466927,,1,1,1,,
openml.org/t/3858,mfeat+AC0-zernike,AutoGluon,test,6,binary,0.985,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:58:09,12.5,10.8,2,14,713466928,,985,0.9975,0.947222,,
openml.org/t/3858,mfeat+AC0-zernike,AutoGluon,test,7,binary,0.99,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:58:23,13.7,12,3,14,713466929,,0.99,0.999167,0.95,,
openml.org/t/3858,mfeat+AC0-zernike,AutoGluon,test,8,binary,0.99,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:58:38,14.8,11.7,4,14,713466930,,0.99,0.997222,0.994444,,
openml.org/t/3858,mfeat+AC0-zernike,AutoGluon,test,9,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:58:50,12.6,10.8,0.02,14,713466931,,1,1,1,,
openml.org/t/3825,mfeat+AC0-morphological,AutoGluon,test,0,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:59:01,10.7,8.9,0.07,14,713466922,,1,1,1,,
openml.org/t/3825,mfeat+AC0-morphological,AutoGluon,test,1,binary,0.995,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:59:12,10.7,8.8,0.07,14,713466923,,995,0.999861,975,,
openml.org/t/3825,mfeat+AC0-morphological,AutoGluon,test,2,binary,0.995,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:59:23,10.7,8.8,0.07,14,713466924,,995,0.998194,975,,
openml.org/t/3825,mfeat+AC0-morphological,AutoGluon,test,3,binary,0.995,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:59:33,10.8,9.1,2,14,713466925,,995,1,0.997222,,
openml.org/t/3825,mfeat+AC0-morphological,AutoGluon,test,4,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:59:44,10.7,8.9,0.07,14,713466926,,1,1,1,,
openml.org/t/3825,mfeat+AC0-morphological,AutoGluon,test,5,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T13:59:55,10.7,8.9,0.07,14,713466927,,1,1,1,,
openml.org/t/3825,mfeat+AC0-morphological,AutoGluon,test,6,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:00:06,10.7,8.9,0.07,14,713466928,,1,1,1,,
openml.org/t/3825,mfeat+AC0-morphological,AutoGluon,test,7,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:00:17,10.6,8.8,0.07,14,713466929,,1,1,1,,
openml.org/t/3825,mfeat+AC0-morphological,AutoGluon,test,8,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:00:27,10.7,8.9,0.08,14,713466930,,1,1,1,,
openml.org/t/3825,mfeat+AC0-morphological,AutoGluon,test,9,binary,0.995,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:00:38,10.6,8.8,0.08,14,713466931,,995,0.97375,975,,
openml.org/t/3883,mfeat+AC0-karhunen,AutoGluon,test,0,binary,0.995,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:00:52,13.8,12.1,8,14,713466922,,995,0.999444,975,,
openml.org/t/3883,mfeat+AC0-karhunen,AutoGluon,test,1,binary,0.99,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:01:06,13.9,12.2,8,14,713466923,,0.99,0.978889,0.95,,
openml.org/t/3883,mfeat+AC0-karhunen,AutoGluon,test,2,binary,0.995,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:01:20,14.1,12.3,6,14,713466924,,995,0.999444,975,,
openml.org/t/3883,mfeat+AC0-karhunen,AutoGluon,test,3,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:01:34,14,12.3,7,14,713466925,,1,1,1,,
openml.org/t/3883,mfeat+AC0-karhunen,AutoGluon,test,4,binary,0.995,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:01:49,14.4,12.6,8,14,713466926,,995,0.999722,0.997222,,
openml.org/t/3883,mfeat+AC0-karhunen,AutoGluon,test,5,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:02:03,14.4,12.7,3,14,713466927,,1,1,1,,
openml.org/t/3883,mfeat+AC0-karhunen,AutoGluon,test,6,binary,0.99,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:02:17,13.5,11.8,8,14,713466928,,0.99,0.999722,0.972222,,
openml.org/t/3883,mfeat+AC0-karhunen,AutoGluon,test,7,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:02:32,15.4,13.7,4,14,713466929,,1,1,1,,
openml.org/t/3883,mfeat+AC0-karhunen,AutoGluon,test,8,binary,0.995,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:02:46,13.8,12.1,4,14,713466930,,995,1,0.997222,,
openml.org/t/3883,mfeat+AC0-karhunen,AutoGluon,test,9,binary,0.995,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:03:00,13.6,11.8,4,14,713466931,,995,0.974722,975,,
openml.org/t/3834,mfeat+AC0-fourier,AutoGluon,test,0,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:03:12,12.7,10.9,6,14,713466922,,1,1,1,,
openml.org/t/3834,mfeat+AC0-fourier,AutoGluon,test,1,binary,0.995,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:03:25,12.7,10.9,0.08,14,713466923,,995,1,975,,
openml.org/t/3834,mfeat+AC0-fourier,AutoGluon,test,2,binary,0.995,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:03:38,12.8,11,4,14,713466924,,995,1,0.997222,,
openml.org/t/3834,mfeat+AC0-fourier,AutoGluon,test,3,binary,0.995,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:03:52,14.1,10.9,6,14,713466925,,995,1,975,,
openml.org/t/3834,mfeat+AC0-fourier,AutoGluon,test,4,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:04:06,13.5,11.8,7,14,713466926,,1,1,1,,
openml.org/t/3834,mfeat+AC0-fourier,AutoGluon,test,5,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:04:19,12.9,11.1,7,14,713466927,,1,1,1,,
openml.org/t/3834,mfeat+AC0-fourier,AutoGluon,test,6,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:04:32,12.8,10.9,8,14,713466928,,1,1,1,,
openml.org/t/3834,mfeat+AC0-fourier,AutoGluon,test,7,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:04:45,13,11.2,0.01,14,713466929,,1,1,1,,
openml.org/t/3834,mfeat+AC0-fourier,AutoGluon,test,8,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:04:58,12.8,11,4,14,713466930,,1,1,1,,
openml.org/t/3834,mfeat+AC0-fourier,AutoGluon,test,9,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:05:11,13,11.1,9,14,713466931,,1,1,1,,
openml.org/t/3599,machine+AF8-cpu,AutoGluon,test,0,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:05:19,8.8,7,2,14,713466922,,1,1,1,,
openml.org/t/3599,machine+AF8-cpu,AutoGluon,test,1,binary,0.857143,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:05:28,8.6,6.9,3,14,713466923,,0.857143,0.955556,0.8,,
openml.org/t/3599,machine+AF8-cpu,AutoGluon,test,2,binary,0.857143,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:05:37,8.8,7.1,3,14,713466924,,0.857143,0.977778,0.85,,
openml.org/t/3599,machine+AF8-cpu,AutoGluon,test,3,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:05:46,8.7,7,2,14,713466925,,1,1,1,,
openml.org/t/3599,machine+AF8-cpu,AutoGluon,test,4,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:05:55,8.9,7.1,4,14,713466926,,1,1,1,,
openml.org/t/3599,machine+AF8-cpu,AutoGluon,test,5,binary,0.952381,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:06:04,9,7.2,8,14,713466927,,0.952381,1,0.916667,,
openml.org/t/3599,machine+AF8-cpu,AutoGluon,test,6,binary,0.952381,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:06:13,9,7.3,2,14,713466928,,0.952381,975,0.9,,
openml.org/t/3599,machine+AF8-cpu,AutoGluon,test,7,binary,0.952381,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:06:22,8.9,7.2,2,14,713466929,,0.952381,0.9125,0.9,,
openml.org/t/3599,machine+AF8-cpu,AutoGluon,test,8,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:06:31,9.1,7.3,3,14,713466930,,1,1,1,,
openml.org/t/3599,machine+AF8-cpu,AutoGluon,test,9,binary,0.85,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:06:40,8.8,7.1,2,14,713466931,,0.85,0.906667,0.833333,,
openml.org/t/10,lymph,AutoGluon,test,0,multiclass,0.933333,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-27T17:16:29,14.7,12,0.07,14,1770482051,,0.933333,0.916667,0.371647,,
openml.org/t/10,lymph,AutoGluon,test,1,multiclass,0.933333,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-27T17:16:44,14.3,11.8,0.02,14,1770482052,,0.933333,0.944444,0.161285,,
openml.org/t/10,lymph,AutoGluon,test,2,multiclass,0.733333,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-27T17:16:58,13.6,11,0.07,14,1770482053,,0.733333,0.513889,0.463757,,
openml.org/t/10,lymph,AutoGluon,test,3,multiclass,0.866667,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-27T17:17:12,14.2,11.6,0.02,14,1770482054,,0.866667,0.902778,1.1164,,
openml.org/t/10,lymph,AutoGluon,test,4,multiclass,0.866667,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-27T17:17:26,13.9,11.3,0.03,14,1770482055,,0.866667,0.611111,0.367805,,
openml.org/t/10,lymph,AutoGluon,test,5,multiclass,0.933333,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-27T17:17:40,14.4,11.7,0.03,14,1770482056,,0.933333,0.928571,0.285567,,
openml.org/t/10,lymph,AutoGluon,test,6,multiclass,0.866667,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-27T17:17:55,14.2,11.6,0.02,14,1770482057,,0.866667,625,2.71317,,
openml.org/t/10,lymph,AutoGluon,test,7,multiclass,0.8,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-27T17:18:10,14.8,12,0.09,14,1770482058,,0.8,0.583333,2.72335,,
openml.org/t/10,lymph,AutoGluon,test,8,multiclass,0.857143,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-27T17:18:24,14.7,12.1,0.02,14,1770482059,,0.857143,0.833333,0.426359,,
openml.org/t/10,lymph,AutoGluon,test,9,multiclass,0.785714,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-27T17:18:39,14.3,11.6,0.02,14,1770482060,,0.785714,0.75,0.751093,,
openml.org/t/3804,lowbwt,AutoGluon,test,0,binary,0.736842,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:06:49,9.5,7.7,0.01,14,713466922,,0.736842,0.844444,0.738889,,
openml.org/t/3804,lowbwt,AutoGluon,test,1,binary,0.789474,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:06:59,9.8,8.1,6,14,713466923,,0.789474,0.822222,0.783333,,
openml.org/t/3804,lowbwt,AutoGluon,test,2,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:07:09,9.6,7.9,6,14,713466924,,1,1,1,,
openml.org/t/3804,lowbwt,AutoGluon,test,3,binary,0.789474,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:07:19,9.7,7.9,8,14,713466925,,0.789474,0.777778,0.783333,,
openml.org/t/3804,lowbwt,AutoGluon,test,4,binary,0.736842,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:07:30,11.1,9.2,0.01,14,713466926,,0.736842,0.9,0.733333,,
openml.org/t/3804,lowbwt,AutoGluon,test,5,binary,0.894737,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:07:39,9.4,7.5,0.07,14,713466927,,0.894737,0.883333,0.888889,,
openml.org/t/3804,lowbwt,AutoGluon,test,6,binary,0.842105,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:07:49,9.4,7.6,0.02,14,713466928,,0.842105,0.755556,0.833333,,
openml.org/t/3804,lowbwt,AutoGluon,test,7,binary,0.789474,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:07:58,9.6,7.8,0.01,14,713466929,,0.789474,0.855556,0.783333,,
openml.org/t/3804,lowbwt,AutoGluon,test,8,binary,0.736842,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:08:08,9.4,7.7,7,14,713466930,,0.736842,0.866667,0.733333,,
openml.org/t/3804,lowbwt,AutoGluon,test,9,binary,0.944444,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:08:17,9.4,7.6,9,14,713466931,,0.944444,0.987654,0.944444,,
openml.org/t/3898,kc1+AC0-top5,AutoGluon,test,0,binary,0.933333,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:08:27,9.2,7.4,0.05,14,713466922,,0.933333,0.928571,0.5,,
openml.org/t/3898,kc1+AC0-top5,AutoGluon,test,1,binary,0.933333,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:08:36,9.2,7.5,5,14,713466923,,0.933333,1,0.5,,
openml.org/t/3898,kc1+AC0-top5,AutoGluon,test,2,binary,0.933333,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:08:47,10.7,8.9,3,14,713466924,,0.933333,0.928571,0.5,,
openml.org/t/3898,kc1+AC0-top5,AutoGluon,test,3,binary,0.933333,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:08:57,10.6,8.9,4,14,713466925,,0.933333,1,0.5,,
openml.org/t/3898,kc1+AC0-top5,AutoGluon,test,4,binary,0.933333,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:09:07,9.7,7.9,3,14,713466926,,0.933333,0.571429,0.5,,
openml.org/t/3898,kc1+AC0-top5,AutoGluon,test,5,binary,1,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:09:16,9.1,7.3,4,14,713466927,Scoring auc: Only one class present in y+AF8-true. ROC AUC score is not defined in that case.,1,,1,,
openml.org/t/3898,kc1+AC0-top5,AutoGluon,test,6,binary,0.857143,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:09:25,9.3,7.4,0.06,14,713466928,Scoring auc: Only one class present in y+AF8-true. ROC AUC score is not defined in that case.,0.857143,,0.857143,,
openml.org/t/3898,kc1+AC0-top5,AutoGluon,test,7,binary,0.928571,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:09:35,9,7.3,3,14,713466929,,0.928571,1,0.5,,
openml.org/t/3898,kc1+AC0-top5,AutoGluon,test,8,binary,0.928571,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:09:44,9,7.2,4,14,713466930,,0.928571,1,0.5,,
openml.org/t/3898,kc1+AC0-top5,AutoGluon,test,9,binary,0.928571,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:09:53,9.1,7.3,4,14,713466931,,0.928571,0.461538,0.5,,
openml.org/t/3916,kc1+AC0-binary,AutoGluon,test,0,binary,0.733333,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:10:02,9.3,7.4,0.05,14,713466922,,0.733333,0.0555556,0.666667,,
openml.org/t/3916,kc1+AC0-binary,AutoGluon,test,1,binary,0.8,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:10:11,9.1,7.4,3,14,713466923,,0.8,0.0555556,0.777778,,
openml.org/t/3916,kc1+AC0-binary,AutoGluon,test,2,binary,0.733333,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:10:21,9.1,7.4,5,14,713466924,,0.733333,0.185185,0.722222,,
openml.org/t/3916,kc1+AC0-binary,AutoGluon,test,3,binary,0.8,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:10:30,9.2,7.4,3,14,713466925,,0.8,0.259259,0.833333,,
openml.org/t/3916,kc1+AC0-binary,AutoGluon,test,4,binary,0.733333,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:10:39,9.2,7.3,0.04,14,713466926,,0.733333,0.203704,0.75,,
openml.org/t/3916,kc1+AC0-binary,AutoGluon,test,5,binary,0.785714,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:10:48,9.1,7.3,0.04,14,713466927,,0.785714,0.166667,0.791667,,
openml.org/t/3916,kc1+AC0-binary,AutoGluon,test,6,binary,0.785714,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:10:58,9.3,7.5,0.04,14,713466928,,0.785714,0.0625,0.770833,,
openml.org/t/3916,kc1+AC0-binary,AutoGluon,test,7,binary,0.428571,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:11:07,9.2,7.5,4,14,713466929,,0.428571,0.5,0.416667,,
openml.org/t/3916,kc1+AC0-binary,AutoGluon,test,8,binary,0.642857,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:11:16,9.3,7.5,7,14,713466930,,0.642857,0.145833,0.604167,,
openml.org/t/3916,kc1+AC0-binary,AutoGluon,test,9,binary,0.785714,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:11:25,9.2,7.4,7,14,713466931,,0.785714,125,0.791667,,
openml.org/t/3901,jEdit+AF8-4+AF8-2+AF8-4+AF8-3,AutoGluon,test,0,binary,0.513514,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:11:35,9.5,7.8,2,14,713466922,,0.513514,0.582353,0.505882,,
openml.org/t/3901,jEdit+AF8-4+AF8-2+AF8-4+AF8-3,AutoGluon,test,1,binary,0.648649,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:11:44,9.2,7.4,2,14,713466923,,0.648649,0.711765,0.635294,,
openml.org/t/3901,jEdit+AF8-4+AF8-2+AF8-4+AF8-3,AutoGluon,test,2,binary,0.675676,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:11:54,9.4,7.4,0.08,14,713466924,,0.675676,0.744118,0.660294,,
openml.org/t/3901,jEdit+AF8-4+AF8-2+AF8-4+AF8-3,AutoGluon,test,3,binary,0.702703,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:12:04,9.8,8,4,14,713466925,,0.702703,0.835294,0.698529,,
openml.org/t/3901,jEdit+AF8-4+AF8-2+AF8-4+AF8-3,AutoGluon,test,4,binary,0.756757,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:12:13,9.3,7.5,3,14,713466926,,0.756757,0.832353,0.752941,,
openml.org/t/3901,jEdit+AF8-4+AF8-2+AF8-4+AF8-3,AutoGluon,test,5,binary,0.621622,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:12:22,9,7.2,2,14,713466927,,0.621622,0.604167,0.614583,,
openml.org/t/3901,jEdit+AF8-4+AF8-2+AF8-4+AF8-3,AutoGluon,test,6,binary,0.594595,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:12:33,10.4,8.6,3,14,713466928,,0.594595,0.68006,0.575893,,
openml.org/t/3901,jEdit+AF8-4+AF8-2+AF8-4+AF8-3,AutoGluon,test,7,binary,0.486486,acc,local,1.0.0,,2.1.4,2023+AC0-12+AC0-29T14:12:42,9.1,7.4,3,14,713466929,,0.486486,0.592262,0.473214,,
