id,task,framework,constraint,fold,type,result,metric,mode,version,params,app_version,utc,duration,training_duration,predict_duration,models_count,seed,info,acc,balacc,logloss,models_ensemble_count,auc
openml.org/t/3585,veteran,AutoGluon,test,8,binary,0.769231,acc,local,1.0.0,,2.1.4,2024-08-09T12:10:36,9.1,7.3,0.06,14,558727023,,0.769231,0.694444,0.55106,2,0.666667
openml.org/t/3585,veteran,AutoGluon,test,9,binary,0.769231,acc,local,1.0.0,,2.1.4,2024-08-09T12:10:47,10.7,9,0.007,14,558727024,,0.769231,0.763889,0.65954,2,0.666667
openml.org/t/3857,vehicle,AutoGluon,test,0,binary,0.988235,acc,local,1.0.0,,2.1.4,2024-08-09T12:10:58,10.6,8.9,0.003,14,558727015,,0.988235,0.992063,0.0623073,2,0.997835
openml.org/t/3857,vehicle,AutoGluon,test,1,binary,0.976471,acc,local,1.0.0,,2.1.4,2024-08-09T12:11:11,13,11.2,0.002,14,558727016,,0.976471,0.969336,0.0322398,2,0.999278
openml.org/t/3857,vehicle,AutoGluon,test,2,binary,0.976471,acc,local,1.0.0,,2.1.4,2024-08-09T12:11:22,10.6,8.9,0.009,14,558727017,,0.976471,0.969336,0.0769212,2,0.993506
openml.org/t/3857,vehicle,AutoGluon,test,3,binary,0.988235,acc,local,1.0.0,,2.1.4,2024-08-09T12:11:33,11.4,9.6,0.002,14,558727018,,0.988235,0.992063,0.0234555,2,0.999278
openml.org/t/3857,vehicle,AutoGluon,test,4,binary,0.976471,acc,local,1.0.0,,2.1.4,2024-08-09T12:11:44,10.5,8.7,0.008,14,558727019,,0.976471,0.954545,0.072158,3,0.999278
openml.org/t/3857,vehicle,AutoGluon,test,5,binary,1,acc,local,1.0.0,,2.1.4,2024-08-09T12:11:55,10.7,8.5,0.09,14,558727020,,1,1,0.051668,6,1
openml.org/t/3857,vehicle,AutoGluon,test,6,binary,0.97619,acc,local,1.0.0,,2.1.4,2024-08-09T12:12:06,10.5,8.8,0.006,14,558727021,,0.97619,0.952381,0.0508251,2,0.998488
openml.org/t/3857,vehicle,AutoGluon,test,7,binary,0.988095,acc,local,1.0.0,,2.1.4,2024-08-09T12:12:16,10.6,8.7,0.07,14,558727022,,0.988095,0.992063,0.102505,2,1
openml.org/t/3857,vehicle,AutoGluon,test,8,binary,0.952381,acc,local,1.0.0,,2.1.4,2024-08-09T12:12:28,11.1,9.2,0.07,14,558727023,,0.952381,0.923754,0.142952,2,0.993035
openml.org/t/3857,vehicle,AutoGluon,test,9,binary,0.988095,acc,local,1.0.0,,2.1.4,2024-08-09T12:12:38,10.6,8.8,0.01,14,558727024,,0.988095,0.977273,0.0306915,2,1
openml.org/t/9969,thoracic-surgery,AutoGluon,test,0,binary,0.851064,acc,local,1.0.0,,2.1.4,2024-08-09T12:12:50,10.9,7.9,0.01,14,558727015,,0.851064,0.5,0.428617,2,0.510714
openml.org/t/9969,thoracic-surgery,AutoGluon,test,1,binary,0.829787,acc,local,1.0.0,,2.1.4,2024-08-09T12:13:00,10.1,8.3,0.007,14,558727016,,0.829787,0.4875,0.493261,2,0.528571
openml.org/t/9969,thoracic-surgery,AutoGluon,test,2,binary,0.851064,acc,local,1.0.0,,2.1.4,2024-08-09T12:13:10,9.7,7.9,0.01,14,558727017,,0.851064,0.5,0.432462,2,0.571429
openml.org/t/9969,thoracic-surgery,AutoGluon,test,3,binary,0.829787,acc,local,1.0.0,,2.1.4,2024-08-09T12:13:19,9.7,7.9,0.007,14,558727018,,0.829787,0.4875,0.498734,2,0.439286
openml.org/t/9969,thoracic-surgery,AutoGluon,test,4,binary,0.829787,acc,local,1.0.0,,2.1.4,2024-08-09T12:13:29,9.6,7.8,0.01,14,558727019,,0.829787,0.4875,0.477369,2,0.539286
openml.org/t/9969,thoracic-surgery,AutoGluon,test,5,binary,0.851064,acc,local,1.0.0,,2.1.4,2024-08-09T12:13:39,9.6,7.9,0.01,14,558727020,,0.851064,0.558929,0.471868,2,0.532143
openml.org/t/9969,thoracic-surgery,AutoGluon,test,6,binary,0.829787,acc,local,1.0.0,,2.1.4,2024-08-09T12:13:49,9.7,7.9,0.01,14,558727021,,0.829787,0.4875,0.41113,2,0.521429
openml.org/t/9969,thoracic-surgery,AutoGluon,test,7,binary,0.765957,acc,local,1.0.0,,2.1.4,2024-08-09T12:13:59,9.8,8,0.01,14,558727022,,0.765957,0.45,0.59333,2,0.6
openml.org/t/9969,thoracic-surgery,AutoGluon,test,8,binary,0.851064,acc,local,1.0.0,,2.1.4,2024-08-09T12:14:09,10,8.3,0.01,14,558727023,,0.851064,0.5,0.444231,2,0.539286
openml.org/t/9969,thoracic-surgery,AutoGluon,test,9,binary,0.829787,acc,local,1.0.0,,2.1.4,2024-08-09T12:14:19,9.7,8,0.01,14,558727024,,0.829787,0.4875,0.456554,2,0.65
openml.org/t/3821,segment,AutoGluon,test,0,binary,0.995671,acc,local,1.0.0,,2.1.4,2024-08-09T12:14:31,12.4,10.6,0.08,14,558727015,,0.995671,0.984848,0.0215868,2,1
openml.org/t/3821,segment,AutoGluon,test,1,binary,1,acc,local,1.0.0,,2.1.4,2024-08-09T12:14:44,12.6,10.8,0.006,14,558727016,,1,1,0.00458443,2,1
openml.org/t/3821,segment,AutoGluon,test,2,binary,0.995671,acc,local,1.0.0,,2.1.4,2024-08-09T12:14:57,12.7,10.9,0.004,14,558727017,,0.995671,0.984848,0.0161217,2,1
openml.org/t/3821,segment,AutoGluon,test,3,binary,1,acc,local,1.0.0,,2.1.4,2024-08-09T12:15:09,12.2,10.5,0.01,14,558727018,,1,1,0.000451481,2,1
openml.org/t/3821,segment,AutoGluon,test,4,binary,0.995671,acc,local,1.0.0,,2.1.4,2024-08-09T12:15:22,12.4,10.7,0.004,14,558727019,,0.995671,0.984848,0.0165903,2,0.999847
openml.org/t/3821,segment,AutoGluon,test,5,binary,0.995671,acc,local,1.0.0,,2.1.4,2024-08-09T12:15:34,12.1,10.4,0.002,14,558727020,,0.995671,0.984848,0.0767868,2,1
openml.org/t/3821,segment,AutoGluon,test,6,binary,1,acc,local,1.0.0,,2.1.4,2024-08-09T12:15:49,14.1,12.3,0.01,14,558727021,,1,1,0.00138521,2,1
openml.org/t/3821,segment,AutoGluon,test,7,binary,1,acc,local,1.0.0,,2.1.4,2024-08-09T12:16:01,12.3,10.5,0.002,14,558727022,,1,1,0.00467957,2,1
openml.org/t/3821,segment,AutoGluon,test,8,binary,1,acc,local,1.0.0,,2.1.4,2024-08-09T12:16:14,12.3,10.6,0.002,14,558727023,,1,1,0.0181596,2,1
openml.org/t/3821,segment,AutoGluon,test,9,binary,1,acc,local,1.0.0,,2.1.4,2024-08-09T12:16:26,12.4,10.6,0.002,14,558727024,,1,1,0.0396168,2,1
openml.org/t/3744,mu284,AutoGluon,test,0,binary,1,acc,local,1.0.0,,2.1.4,2024-08-09T12:16:36,9.3,7.6,0.006,14,558727015,,1,1,0.112813,2,1
openml.org/t/3744,mu284,AutoGluon,test,1,binary,0.931034,acc,local,1.0.0,,2.1.4,2024-08-09T12:16:45,9.4,7.6,0.06,14,558727016,,0.931034,0.930952,0.17303,2,0.995238
openml.org/t/3744,mu284,AutoGluon,test,2,binary,1,acc,local,1.0.0,,2.1.4,2024-08-09T12:16:55,9.9,8.2,0.004,14,558727017,,1,1,0.507802,2,1
openml.org/t/3744,mu284,AutoGluon,test,3,binary,1,acc,local,1.0.0,,2.1.4,2024-08-09T12:17:05,9.5,7.8,0.003,14,558727018,,1,1,0.644397,2,1
openml.org/t/3744,mu284,AutoGluon,test,4,binary,1,acc,local,1.0.0,,2.1.4,2024-08-09T12:17:15,9.6,7.7,0.06,14,558727019,,1,1,0.0812397,2,1
openml.org/t/3744,mu284,AutoGluon,test,5,binary,0.928571,acc,local,1.0.0,,2.1.4,2024-08-09T12:17:24,9.6,7.9,0.006,14,558727020,,0.928571,0.928571,0.185267,2,0.984694
openml.org/t/3744,mu284,AutoGluon,test,6,binary,0.964286,acc,local,1.0.0,,2.1.4,2024-08-09T12:17:34,9.6,7.8,0.06,14,558727021,,0.964286,0.964286,0.110787,2,1
openml.org/t/3744,mu284,AutoGluon,test,7,binary,0.964286,acc,local,1.0.0,,2.1.4,2024-08-09T12:17:46,11.3,9.5,0.06,14,558727022,,0.964286,0.964286,0.0992516,2,1
openml.org/t/3744,mu284,AutoGluon,test,8,binary,1,acc,local,1.0.0,,2.1.4,2024-08-09T12:17:55,9.4,7.6,0.05,14,558727023,,1,1,0.126733,2,1
openml.org/t/3744,mu284,AutoGluon,test,9,binary,1,acc,local,1.0.0,,2.1.4,2024-08-09T12:18:05,9.5,7.7,0.07,14,558727024,,1,1,0.0613875,2,1
openml.org/t/9984,fertility,AutoGluon,test,0,binary,0.9,acc,local,1.0.0,,2.1.4,2024-08-09T12:18:13,8.4,6.6,0.06,14,558727015,,0.9,0.5,0.536964,2,0.111111
openml.org/t/9984,fertility,AutoGluon,test,1,binary,0.9,acc,local,1.0.0,,2.1.4,2024-08-09T12:18:22,8.4,6.6,0.06,14,558727016,,0.9,0.5,0.23245,2,0.888889
openml.org/t/9984,fertility,AutoGluon,test,2,binary,0.9,acc,local,1.0.0,,2.1.4,2024-08-09T12:18:31,8.3,6.5,0.007,14,558727017,,0.9,0.5,0.423331,2,0.666667
openml.org/t/9984,fertility,AutoGluon,test,3,binary,0.9,acc,local,1.0.0,,2.1.4,2024-08-09T12:18:39,8.4,6.5,0.06,14,558727018,,0.9,0.5,0.665013,2,0
openml.org/t/9984,fertility,AutoGluon,test,4,binary,0.9,acc,local,1.0.0,,2.1.4,2024-08-09T12:18:48,8.3,6.6,0.003,14,558727019,,0.9,0.5,0.226556,2,1
openml.org/t/9984,fertility,AutoGluon,test,5,binary,0.8,acc,local,1.0.0,,2.1.4,2024-08-09T12:18:56,8.5,6.6,0.1,14,558727020,,0.8,0.444444,0.531776,3,0.333333
openml.org/t/9984,fertility,AutoGluon,test,6,binary,0.9,acc,local,1.0.0,,2.1.4,2024-08-09T12:19:05,8.3,6.6,0.004,14,558727021,,0.9,0.5,0.372274,2,0.777778
openml.org/t/9984,fertility,AutoGluon,test,7,binary,0.9,acc,local,1.0.0,,2.1.4,2024-08-09T12:19:13,8.6,6.8,0.05,14,558727022,,0.9,0.5,0.194311,2,1
openml.org/t/9984,fertility,AutoGluon,test,8,binary,0.7,acc,local,1.0.0,,2.1.4,2024-08-09T12:19:22,8.6,6.8,0.007,14,558727023,,0.7,0.625,0.430266,2,0.875
openml.org/t/9984,fertility,AutoGluon,test,9,binary,0.7,acc,local,1.0.0,,2.1.4,2024-08-09T12:19:31,8.3,6.6,0.007,14,558727024,,0.7,0.625,0.571246,2,0.75
openml.org/t/3874,ecoli,AutoGluon,test,0,binary,0.941176,acc,local,1.0.0,,2.1.4,2024-08-09T12:19:40,9.3,7.6,0.002,14,558727015,,0.941176,0.939286,0.366842,2,0.989286
openml.org/t/3874,ecoli,AutoGluon,test,1,binary,0.970588,acc,local,1.0.0,,2.1.4,2024-08-09T12:19:50,9.7,7.9,0.002,14,558727016,,0.970588,0.964286,0.14403,2,0.989286
openml.org/t/3874,ecoli,AutoGluon,test,2,binary,0.941176,acc,local,1.0.0,,2.1.4,2024-08-09T12:20:00,9.6,7.7,0.06,14,558727017,,0.941176,0.939286,0.122972,2,0.992857
openml.org/t/3874,ecoli,AutoGluon,test,3,binary,0.970588,acc,local,1.0.0,,2.1.4,2024-08-09T12:20:09,9.5,7.8,0.008,14,558727018,,0.970588,0.973684,0.163913,2,0.978947
openml.org/t/3874,ecoli,AutoGluon,test,4,binary,0.941176,acc,local,1.0.0,,2.1.4,2024-08-09T12:20:19,9.5,7.7,0.008,14,558727019,,0.941176,0.947368,0.142197,2,1
openml.org/t/3874,ecoli,AutoGluon,test,5,binary,0.941176,acc,local,1.0.0,,2.1.4,2024-08-09T12:20:29,9.4,7.6,0.003,14,558727020,,0.941176,0.940351,0.508621,2,0.996491
openml.org/t/3874,ecoli,AutoGluon,test,6,binary,0.969697,acc,local,1.0.0,,2.1.4,2024-08-09T12:20:39,9.8,8,0.01,14,558727021,,0.969697,0.964286,0.142948,2,0.981203
openml.org/t/3874,ecoli,AutoGluon,test,7,binary,0.939394,acc,local,1.0.0,,2.1.4,2024-08-09T12:20:50,11.5,9.7,0.008,14,558727022,,0.939394,0.928571,0.119242,2,0.996241
openml.org/t/3874,ecoli,AutoGluon,test,8,binary,0.969697,acc,local,1.0.0,,2.1.4,2024-08-09T12:21:00,9.3,7.5,0.002,14,558727023,,0.969697,0.973684,0.199255,2,0.958647
openml.org/t/3874,ecoli,AutoGluon,test,9,binary,0.969697,acc,local,1.0.0,,2.1.4,2024-08-09T12:21:09,9.4,7.7,0.008,14,558727024,,0.969697,0.973684,0.191143,2,0.996241
openml.org/t/3692,disclosure_x_noise,AutoGluon,test,0,binary,0.402985,acc,local,1.0.0,,2.1.4,2024-08-09T12:21:19,10,8.2,0.008,14,558727015,,0.402985,0.403298,0.699762,3,0.424242
openml.org/t/3692,disclosure_x_noise,AutoGluon,test,1,binary,0.447761,acc,local,1.0.0,,2.1.4,2024-08-09T12:21:29,9.8,7.7,0.08,14,558727016,,0.447761,0.446524,0.699275,4,0.438503
openml.org/t/3692,disclosure_x_noise,AutoGluon,test,2,binary,0.606061,acc,local,1.0.0,,2.1.4,2024-08-09T12:21:39,9.4,7.5,0.003,14,558727017,,0.606061,0.60386,0.682306,3,0.60386
openml.org/t/3692,disclosure_x_noise,AutoGluon,test,3,binary,0.454545,acc,local,1.0.0,,2.1.4,2024-08-09T12:21:49,10.1,8,0.08,14,558727018,,0.454545,0.454545,0.856459,4,0.46281
openml.org/t/3692,disclosure_x_noise,AutoGluon,test,4,binary,0.439394,acc,local,1.0.0,,2.1.4,2024-08-09T12:21:59,10,8.1,0.07,14,558727019,,0.439394,0.439394,0.693268,3,0.504132
openml.org/t/3692,disclosure_x_noise,AutoGluon,test,5,binary,0.454545,acc,local,1.0.0,,2.1.4,2024-08-09T12:22:09,9.6,7.8,0.006,14,558727020,,0.454545,0.454545,0.696692,3,0.437098
openml.org/t/3692,disclosure_x_noise,AutoGluon,test,6,binary,0.515152,acc,local,1.0.0,,2.1.4,2024-08-09T12:22:19,9.4,7.7,0.006,14,558727021,,0.515152,0.515152,0.693276,2,0.534435
openml.org/t/3692,disclosure_x_noise,AutoGluon,test,7,binary,0.469697,acc,local,1.0.0,,2.1.4,2024-08-09T12:22:29,10,7.6,0.2,14,558727022,,0.469697,0.469697,0.703607,7,0.467401
openml.org/t/3692,disclosure_x_noise,AutoGluon,test,8,binary,0.545455,acc,local,1.0.0,,2.1.4,2024-08-09T12:22:39,9.6,7.9,0.002,14,558727023,,0.545455,0.545455,0.691635,2,0.549587
openml.org/t/3692,disclosure_x_noise,AutoGluon,test,9,binary,0.424242,acc,local,1.0.0,,2.1.4,2024-08-09T12:22:50,11.1,9.1,0.01,14,558727024,,0.424242,0.424242,0.698126,6,0.449036
openml.org/t/3771,chscase_census3,AutoGluon,test,0,binary,0.45,acc,local,1.0.0,,2.1.4,2024-08-09T12:22:59,9.3,7.3,0.08,14,558727015,,0.45,0.45,0.74247,4,0.415
openml.org/t/3771,chscase_census3,AutoGluon,test,1,binary,0.375,acc,local,1.0.0,,2.1.4,2024-08-09T12:23:09,9.3,7.6,0.002,14,558727016,,0.375,0.375,0.838089,2,0.3975
openml.org/t/3771,chscase_census3,AutoGluon,test,2,binary,0.475,acc,local,1.0.0,,2.1.4,2024-08-09T12:23:18,9.2,7.4,0.007,14,558727017,,0.475,0.47995,0.709906,3,0.413534
openml.org/t/3771,chscase_census3,AutoGluon,test,3,binary,0.475,acc,local,1.0.0,,2.1.4,2024-08-09T12:23:28,9.3,7.2,0.01,14,558727018,,0.475,0.4599,0.695363,6,0.441103
openml.org/t/3771,chscase_census3,AutoGluon,test,4,binary,0.5,acc,local,1.0.0,,2.1.4,2024-08-09T12:23:37,9.1,7.4,0.002,14,558727019,,0.5,0.493734,0.805411,2,0.438596
openml.org/t/3771,chscase_census3,AutoGluon,test,5,binary,0.4,acc,local,1.0.0,,2.1.4,2024-08-09T12:23:46,8.9,7.2,0.002,14,558727020,,0.4,0.39599,0.788941,2,0.383459
openml.org/t/3771,chscase_census3,AutoGluon,test,6,binary,0.6,acc,local,1.0.0,,2.1.4,2024-08-09T12:23:56,9.5,7.7,0.007,14,558727021,,0.6,0.593985,0.674612,3,0.666667
openml.org/t/3771,chscase_census3,AutoGluon,test,7,binary,0.525,acc,local,1.0.0,,2.1.4,2024-08-09T12:24:05,9.1,7.3,0.009,14,558727022,,0.525,0.525063,0.701592,3,0.461153
openml.org/t/3771,chscase_census3,AutoGluon,test,8,binary,0.45,acc,local,1.0.0,,2.1.4,2024-08-09T12:24:15,9.6,7.5,0.09,14,558727023,,0.45,0.448622,0.703575,5,0.433584
openml.org/t/3771,chscase_census3,AutoGluon,test,9,binary,0.425,acc,local,1.0.0,,2.1.4,2024-08-09T12:24:25,10,8.1,0.08,14,558727024,,0.425,0.434837,0.699502,3,0.443609
openml.org/t/3718,boston,AutoGluon,test,0,binary,0.921569,acc,local,1.0.0,,2.1.4,2024-08-09T12:24:35,9.5,7.8,0.002,14,558727015,,0.921569,0.911905,0.246363,2,0.968254
openml.org/t/3718,boston,AutoGluon,test,1,binary,0.901961,acc,local,1.0.0,,2.1.4,2024-08-09T12:24:45,10.3,8.4,0.07,14,558727016,,0.901961,0.909524,0.269592,3,0.961905
openml.org/t/3718,boston,AutoGluon,test,2,binary,0.941176,acc,local,1.0.0,,2.1.4,2024-08-09T12:24:55,9.5,7.8,0.002,14,558727017,,0.941176,0.928571,0.24885,2,0.977778
openml.org/t/3718,boston,AutoGluon,test,3,binary,0.882353,acc,local,1.0.0,,2.1.4,2024-08-09T12:25:05,9.7,7.7,0.1,14,558727018,,0.882353,0.871429,0.251504,3,0.973016
openml.org/t/3718,boston,AutoGluon,test,4,binary,0.764706,acc,local,1.0.0,,2.1.4,2024-08-09T12:25:15,9.8,8,0.009,14,558727019,,0.764706,0.764286,0.393818,2,0.922222
openml.org/t/3718,boston,AutoGluon,test,5,binary,0.921569,acc,local,1.0.0,,2.1.4,2024-08-09T12:25:25,10.1,8.4,0.006,14,558727020,,0.921569,0.904762,0.383252,2,0.884127
openml.org/t/3718,boston,AutoGluon,test,6,binary,0.92,acc,local,1.0.0,,2.1.4,2024-08-09T12:25:35,9.7,8,0.007,14,558727021,,0.92,0.908333,0.279796,2,0.923333
openml.org/t/3718,boston,AutoGluon,test,7,binary,0.84,acc,local,1.0.0,,2.1.4,2024-08-09T12:25:45,9.6,7.8,0.007,14,558727022,,0.84,0.835796,0.295305,2,0.942529
openml.org/t/3718,boston,AutoGluon,test,8,binary,0.88,acc,local,1.0.0,,2.1.4,2024-08-09T12:25:56,11.4,9.6,0.009,14,558727023,,0.88,0.870279,0.278205,2,0.967159
openml.org/t/3718,boston,AutoGluon,test,9,binary,0.9,acc,local,1.0.0,,2.1.4,2024-08-09T12:26:06,9.9,8.2,0.002,14,558727024,,0.9,0.900657,0.360088,2,0.921182
openml.org/t/3644,bodyfat,AutoGluon,test,0,binary,1,acc,local,1.0.0,,2.1.4,2024-08-09T12:26:16,9.2,7.5,0.005,14,558727015,,1,1,0.602143,2,1
openml.org/t/3644,bodyfat,AutoGluon,test,1,binary,0.923077,acc,local,1.0.0,,2.1.4,2024-08-09T12:26:25,9.4,7.7,0.006,14,558727016,,0.923077,0.923077,0.334429,2,0.95858
