id+AF8-dataset,time
125,15.7539238929749
259,14.4459908008575
123,312.655177354813
254,202.571388244629
252,301.739943265915
250,338.091642141342
249,27.8774237632751
74,82.9467689990997
72,38.7001960277557
146,167.738682985306
267,31.999048948288
265,5.74512052536011
119,1.72752451896667
727,0.926653146743774
