idBase,_acc,tempo_treino,tempo_teste
1115,0.6875,0.15768814086914062,0.01556396484375
1115,0.8,0.15342211723327637,0.0
1115,0.6666666666666666,0.16907858848571777,0.020786285400390625
1115,0.8,0.16933107376098633,0.010083913803100586
1115,0.9333333333333333,0.1626119613647461,0.0
1115,0.7333333333333333,0.14382004737854004,0.01905536651611328
1115,0.6,0.20576238632202148,0.015624046325683594
1115,0.7333333333333333,0.2198657989501953,0.006556272506713867
1115,0.8666666666666667,0.2062680721282959,0.027236461639404297
1115,0.6666666666666666,0.18869543075561523,0.028284549713134766
