idBase,_acc,tempo_treino,tempo_teste
908,0.475,0.00299835205078125,0.0010099411010742188
908,0.575,0.0029959678649902344,0.0
908,0.425,0.0030527114868164062,0.0
908,0.425,0.0030524730682373047,0.0009479522705078125
908,0.35,0.00299835205078125,0.001001119613647461
908,0.625,0.0026044845581054688,0.0
908,0.425,0.0027573108673095703,0.0009555816650390625
908,0.3,0.0029990673065185547,0.00038313865661621094
908,0.3,0.0050394535064697266,0.0004074573516845703
908,0.4,0.004724979400634766,0.0009577274322509766
