idBase,_acc,tempo_treino,tempo_teste
268,0.67683,56.21995830535889,0.06145191192626953
268,0.6773,54.95840001106262,0.05926251411437988
268,0.67856,55.43988585472107,0.06762504577636719
268,0.67522,55.58076095581055,0.0675513744354248
268,0.67873,56.591012954711914,0.0662388801574707
268,0.68001,54.61950421333313,0.06647992134094238
268,0.6775,55.14674353599548,0.06374144554138184
268,0.67891,55.96732974052429,0.06575369834899902
268,0.67907,55.22459530830383,0.06050467491149902
268,0.6785,55.910438776016235,0.06249403953552246
