idBase,_acc,tempo_treino,tempo_teste
337,0.8571428571428571,0.016655445098876953,0.0
337,0.6857142857142857,0.018485307693481445,0.002166271209716797
337,0.8571428571428571,0.005074024200439453,0.0016980171203613281
337,0.8,0.007142543792724609,0.0010559558868408203
337,0.9142857142857143,0.006883859634399414,0.0023336410522460938
337,0.8571428571428571,0.0,0.01186060905456543
337,0.8571428571428571,0.00837850570678711,0.015541315078735352
337,0.8285714285714286,0.013232946395874023,0.0031151771545410156
337,0.8857142857142857,0.0011701583862304688,0.007326841354370117
337,0.7941176470588235,0.0064122676849365234,0.0019328594207763672
