idBase,_acc,tempo_treino,tempo_teste
1442,0.8846153846153846,0.0,0.0
1442,0.6923076923076923,0.0017619132995605469,0.0048503875732421875
1442,0.8846153846153846,0.004878044128417969,0.0
1442,0.76,0.006024837493896484,0.0042912960052490234
1442,0.96,0.004839897155761719,0.0010933876037597656
1442,0.92,0.007654666900634766,0.0019807815551757812
1442,0.88,0.0,0.005918741226196289
1442,0.96,0.005917549133300781,0.0020058155059814453
1442,0.96,0.0038099288940429688,0.0020377635955810547
1442,0.88,0.005372285842895508,0.0032958984375
