id+AF8-dataset,total time
+AFs-1100+AF0-,0.015610694885254
+AFs-1444+AF0-,0.006563901901245
+AFs-1443+AF0-,0
+AFs-1453+AF0-,0
+AFs-1452+AF0-,0.01567554473877
+AFs-1451+AF0-  ,0.022143
+AFs-1442+AF0-,0
+AFs-1113+AF0-,0.200334548950195
+AFs-976+AF0-,0.015682935714722
+AFs-1446+AF0-,0
+AFs-1447+AF0-,0.015567064285278
+AFs-272+AF0-,0.031248331069946
+AFs-271+AF0-,0.453696012496948
+AFs-141+AF0-,0.031243801116943
+AFs-268+AF0-,0.169466733932495
+AFs-264+AF0-,0.804769515991211
+AFs-130+AF0-,0.028400182723999
+AFs-261+AF0-,0.158357620239258
+AFs-125+AF0-,0.015630960464478
+AFs-259+AF0-,0.037728071212769
+AFs-123+AF0-,0.062569379806519
+AFs-254+AF0-,0.918139934539795
+AFs-252+AF0-,1.32499957084656
+AFs-250+AF0-,1.10345220565796
+AFs-249+AF0-,0.050842523574829
+AFs-74+AF0-,0.028516292572022
+AFs-72+AF0-,0.040716886520386
+AFs-146+AF0-,0.046075105667114
+AFs-267+AF0-,0.115975856781006
+AFs-265+AF0-,0.015692710876465
+AFs-119+AF0-,0.01559853553772
+AFs-727+AF0-,0
