idBase,_acc,tempo_treino,tempo_teste
904,0.76,0.037329912185668945,0.0
904,0.84,0.02326488494873047,0.022603750228881836
904,0.77,0.02901172637939453,0.014261245727539062
904,0.83,0.04237246513366699,0.017813444137573242
904,0.8,0.0308840274810791,0.020298480987548828
904,0.8,0.027294397354125977,0.018067359924316406
904,0.81,0.027973651885986328,0.016077041625976562
904,0.86,0.0294497013092041,0.022521495819091797
904,0.81,0.03906559944152832,0.018284082412719727
904,0.84,0.03026556968688965,0.018714189529418945
