id,task,framework,constraint,fold,type,result,metric,mode,version,params,app+AF8-version,utc,duration,training+AF8-duration,predict+AF8-duration,models+AF8-count,seed,info,acc,auc,balacc,logloss,models+AF8-ensemble+AF8-count
openml.org/t/3818,tae,autosklearn,test,1,binary,0.866667,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-27T00:28:55,370.2,362.3,0.4,16,1270681842,,0.866667,0.9,0.85,0.423848,
openml.org/t/3818,tae,autosklearn,test,2,binary,0.733333,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-27T00:35:08,372.8,364.4,0.5,15,1270681843,,0.733333,0.76,0.65,0.526671,
openml.org/t/3818,tae,autosklearn,test,3,binary,0.733333,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-27T00:41:14,366.1,357.6,0.7,23,1270681844,,0.733333,0.6,0.6,0.615344,
openml.org/t/3818,tae,autosklearn,test,4,binary,0.733333,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-27T00:47:33,379.7,366.4,3.6,31,1270681845,,0.733333,0.82,0.65,0.518981,
openml.org/t/3818,tae,autosklearn,test,5,binary,0.8,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-27T00:53:46,373,363,1.1,26,1270681846,,0.8,0.86,0.75,0.527068,
openml.org/t/3818,tae,autosklearn,test,6,binary,0.733333,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-27T01:00:03,376.6,366.3,0.6,21,1270681847,,0.733333,0.7,0.7,0.554609,
openml.org/t/3818,tae,autosklearn,test,7,binary,0.733333,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-27T01:06:18,374.6,365.5,0.8,25,1270681848,,0.733333,0.82,0.65,0.556982,
openml.org/t/3818,tae,autosklearn,test,8,binary,0.866667,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-27T01:12:28,370.9,363.2,0.2,14,1270681849,,0.866667,0.72,0.8,0.587546,
openml.org/t/3818,tae,autosklearn,test,9,binary,0.666667,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-27T01:18:37,368.5,360.8,0.2,11,1270681850,,0.666667,0.851852,0.611111,0.602411,
openml.org/t/3818,tae,AutoWEKA,test,0,binary,0.5,acc,local,latest,,2.1.4,2024+AC0-01+AC0-26T23:20:05,330.3,329.7,,,1562111553,,0.5,0.433333,0.433333,0.852743,
openml.org/t/3818,tae,AutoWEKA,test,1,binary,0.6,acc,local,latest,,2.1.4,2024+AC0-01+AC0-26T23:25:29,324.2,324.1,,,1562111554,,0.6,0.49,0.55,0.742677,
openml.org/t/3818,tae,AutoWEKA,test,2,binary,0.666667,acc,local,latest,,2.1.4,2024+AC0-01+AC0-26T23:30:53,323.8,323.8,,,1562111555,,0.666667,0.64,0.55,0.611252,
openml.org/t/3818,tae,AutoWEKA,test,3,binary,0.666667,acc,local,latest,,2.1.4,2024+AC0-01+AC0-26T23:36:16,323.1,323,,,1562111556,,0.666667,0.54,0.55,0.667345,
openml.org/t/3818,tae,AutoWEKA,test,4,binary,0.8,acc,local,latest,,2.1.4,2024+AC0-01+AC0-26T23:41:38,321.4,321.1,,,1562111557,,0.8,0.77,0.8,0.536369,
openml.org/t/3818,tae,AutoWEKA,test,5,binary,0.866667,acc,local,latest,,2.1.4,2024+AC0-01+AC0-26T23:46:58,320.1,320,,,1562111558,,0.866667,0.82,0.85,0.495651,
openml.org/t/3818,tae,AutoWEKA,test,6,binary,0.866667,acc,local,latest,,2.1.4,2024+AC0-01+AC0-26T23:52:17,319.6,319.6,,,1562111559,,0.866667,0.87,0.85,0.448029,
openml.org/t/3818,tae,AutoWEKA,test,7,binary,0.866667,acc,local,latest,,2.1.4,2024+AC0-01+AC0-26T23:57:39,322.1,322.1,,,1562111560,,0.866667,0.79,0.85,2.4996,
openml.org/t/3818,tae,AutoWEKA,test,8,binary,0.8,acc,local,latest,,2.1.4,2024+AC0-01+AC0-27T00:03:02,322.5,322.5,,,1562111561,,0.8,0.74,0.75,0.522815,
openml.org/t/3818,tae,AutoWEKA,test,9,binary,0.733333,acc,local,latest,,2.1.4,2024+AC0-01+AC0-27T00:08:21,318.7,318.6,,,1562111562,,0.733333,0.722222,0.722222,9.21034,
openml.org/t/3818,tae,H2OAutoML,test,0,binary,0.625,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-27T01:10:10,375.7,362.5,0.05,135,602436111,,0.625,0.55,0.533333,0.754342,
openml.org/t/3818,tae,H2OAutoML,test,1,binary,0.866667,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-27T01:16:25,374.9,362.6,0.09,144,602436112,,0.866667,0.86,0.9,0.45458,
openml.org/t/3818,tae,H2OAutoML,test,2,binary,0.666667,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-27T01:22:37,371.7,361.7,0.07,237,602436113,,0.666667,0.56,0.6,0.688176,
openml.org/t/3818,tae,H2OAutoML,test,3,binary,0.733333,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-27T01:28:51,374.5,362.6,0.09,134,602436114,,0.733333,0.67,0.65,0.719685,
openml.org/t/3818,tae,H2OAutoML,test,4,binary,0.8,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-27T01:35:05,373.9,360.9,0.08,81,602436115,,0.8,0.82,0.8,0.485615,
openml.org/t/3818,tae,H2OAutoML,test,5,binary,0.8,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-27T01:41:18,371.9,362.1,0.3,151,602436116,,0.8,0.86,0.85,0.510324,
openml.org/t/3818,tae,H2OAutoML,test,6,binary,0.733333,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-27T01:47:29,371.6,361.8,0.07,80,602436117,,0.733333,0.89,0.8,0.478885,
openml.org/t/3818,tae,H2OAutoML,test,7,binary,0.866667,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-27T01:53:45,375.1,360.5,0.4,83,602436118,,0.866667,0.8,0.85,0.564237,
openml.org/t/3818,tae,H2OAutoML,test,8,binary,0.8,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-27T01:59:54,369.4,360,0.06,87,602436119,,0.8,0.64,0.75,0.531155,
openml.org/t/3818,tae,H2OAutoML,test,9,binary,0.733333,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-27T02:06:06,371.2,360.5,0.04,80,602436120,,0.733333,0.925926,0.777778,0.411715,
openml.org/t/3818,tae,NaiveAutoML,test,0,binary,0.6875,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-27T00:17:20,352,348.6,0.07,1,230848428,,0.6875,0.683333,0.616667,0.702667,
openml.org/t/3818,tae,NaiveAutoML,test,1,binary,0.866667,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-27T00:23:12,351.7,349.6,0.02,1,230848429,,0.866667,0.9,0.9,2.64605,
openml.org/t/3818,tae,NaiveAutoML,test,2,binary,0.666667,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-27T00:23:54,42.5,40.4,0.01,1,230848430,,0.666667,0.56,0.6,0.852083,
openml.org/t/3818,tae,NaiveAutoML,test,3,binary,0.733333,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-27T00:29:45,350.5,348.4,0.02,1,230848431,,0.733333,0.78,0.65,0.54337,
openml.org/t/3818,tae,NaiveAutoML,test,4,binary,0.8,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-27T00:30:29,44.5,42.4,0.01,1,230848432,,0.8,0.8,0.75,0.548438,
openml.org/t/3818,tae,NaiveAutoML,test,5,binary,0.8,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-27T00:36:20,351,348.9,0.02,1,230848433,,0.8,0.86,0.8,2.71381,
openml.org/t/3818,tae,NaiveAutoML,test,6,binary,0.933333,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-27T00:42:11,350.9,348.8,0.02,1,230848434,,0.933333,0.94,0.95,2.48555,
openml.org/t/3818,tae,NaiveAutoML,test,7,binary,0.866667,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-27T00:48:02,350.5,348.4,0.02,1,230848435,,0.866667,0.96,0.85,0.295889,
openml.org/t/3818,tae,NaiveAutoML,test,8,binary,0.866667,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-27T00:53:54,351.4,349.4,0.02,1,230848436,,0.866667,0.92,0.8,0.519416,
openml.org/t/3818,tae,NaiveAutoML,test,9,binary,0.666667,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-27T00:59:44,350.4,348.3,0.02,1,230848437,,0.666667,0.712963,0.666667,2.88891,
openml.org/t/3818,tae,TPOT,test,0,binary,0.625,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-26T23:07:57,367.9,361.2,0.0008,1292,204127543,,0.625,0.583333,0.533333,0.933857,
openml.org/t/3818,tae,TPOT,test,1,binary,0.866667,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-26T23:14:07,370.1,363.3,0.001,1540,204127544,,0.866667,0.88,0.85,0.328251,
openml.org/t/3818,tae,TPOT,test,2,binary,0.733333,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-26T23:20:16,368.8,361.3,0.02,1347,204127545,,0.733333,0.62,0.6,5.15702,
openml.org/t/3818,tae,TPOT,test,3,binary,0.8,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-26T23:26:25,368.9,361.8,0.02,1228,204127546,,0.8,0.84,0.7,0.444989,
openml.org/t/3818,tae,TPOT,test,4,binary,0.666667,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-26T23:32:36,370.5,363.8,0.003,1804,204127547,,0.666667,0.86,0.55,0.398011,
openml.org/t/3818,tae,TPOT,test,5,binary,0.666667,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-26T23:38:50,373.9,367.3,0.002,1486,204127548,,0.666667,0.66,0.6,2.90652,
openml.org/t/3818,tae,TPOT,test,6,binary,0.8,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-26T23:44:57,367.3,360.6,0.0004,1765,204127549,,0.8,0.84,0.8,2.68678,
openml.org/t/3818,tae,TPOT,test,7,binary,0.8,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-26T23:51:06,368.7,361.9,0.001,1894,204127550,,0.8,0.8,0.8,7.20873,
openml.org/t/3818,tae,TPOT,test,8,binary,0.866667,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-26T23:57:15,368.5,361.3,0.01,1788,204127551,,0.866667,0.9,0.8,0.33913,
openml.org/t/3818,tae,TPOT,test,9,binary,0.666667,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-27T00:03:23,367.9,361.1,0.002,2001,204127552,,0.666667,0.75,0.611111,2.77427,
