id,task,framework,constraint,fold,type,result,metric,mode,version,params,app+AF8-version,utc,duration,training+AF8-duration,predict+AF8-duration,models+AF8-count,seed,info,acc,balacc,logloss,models+AF8-ensemble+AF8-count
openml.org/t/2140,BNG+AF8-lymph+AF8-,AutoGluon,test,0,multiclass,0.9339,acc,local,1.0.0,,2.1.4,2024+AC0-01+AC0-24T09:41:01,2297.1,2256,32.7,10,486564509,,0.9339,0.885347,0.173526,3
openml.org/t/2140,BNG+AF8-lymph+AF8-,AutoGluon,test,1,multiclass,0.93311,acc,local,1.0.0,,2.1.4,2024+AC0-01+AC0-24T10:29:32,2910.6,2882.9,20.7,10,486564510,,0.93311,0.880647,0.215945,5
openml.org/t/2140,BNG+AF8-lymph+AF8-,AutoGluon,test,2,multiclass,0.93376,acc,local,1.0.0,,2.1.4,2024+AC0-01+AC0-24T11:18:44,2951.7,2883.1,61.2,10,486564511,,0.93376,0.891233,0.201784,8
openml.org/t/2140,BNG+AF8-lymph+AF8-,AutoGluon,test,3,multiclass,0.93241,acc,local,1.0.0,,2.1.4,2024+AC0-01+AC0-24T12:01:00,2534.7,2496.4,29.3,10,486564512,,0.93241,0.882238,0.348036,5
openml.org/t/2140,BNG+AF8-lymph+AF8-,AutoGluon,test,4,multiclass,0.93258,acc,local,1.0.0,,2.1.4,2024+AC0-01+AC0-24T12:39:56,2335.3,2282.8,44.5,10,486564513,,0.93258,0.881302,0.297809,6
openml.org/t/2140,BNG+AF8-lymph+AF8-,AutoGluon,test,5,multiclass,0.93234,acc,local,1.0.0,,2.1.4,2024+AC0-01+AC0-24T13:29:01,2945,2883.1,53.9,10,486564514,,0.93234,0.88548,0.202359,7
openml.org/t/2140,BNG+AF8-lymph+AF8-,AutoGluon,test,6,multiclass,0.93218,acc,local,1.0.0,,2.1.4,2024+AC0-01+AC0-24T14:16:50,2867.9,2859.9,1.2,10,486564515,,0.93218,0.880404,0.318112,3
openml.org/t/2140,BNG+AF8-lymph+AF8-,AutoGluon,test,7,multiclass,0.93199,acc,local,1.0.0,,2.1.4,2024+AC0-01+AC0-24T14:56:39,2388.7,2332.7,48.8,10,486564516,,0.93199,0.879695,0.205996,5
openml.org/t/2140,BNG+AF8-lymph+AF8-,AutoGluon,test,8,multiclass,0.93339,acc,local,1.0.0,,2.1.4,2024+AC0-01+AC0-24T15:39:06,2546.1,2514.4,23.8,10,486564517,,0.93339,0.87912,0.27699,7
openml.org/t/2140,BNG+AF8-lymph+AF8-,AutoGluon,test,9,multiclass,0.93266,acc,local,1.0.0,,2.1.4,2024+AC0-01+AC0-24T16:24:45,2738.1,2713.4,16.9,10,486564518,,0.93266,0.875169,0.232941,6
openml.org/t/2140,BNG+AF8-lymph+AF8-,autosklearn,test,0,multiclass,0.93395,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-26T01:04:51,2990.1,2883.5,49,8,1683502706,,0.93395,0.888396,0.565065,
openml.org/t/2140,BNG+AF8-lymph+AF8-,autosklearn,test,1,multiclass,0.92905,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-26T01:53:37,2924.6,2883,16.2,8,1683502707,,0.92905,0.888046,0.981776,
openml.org/t/2140,BNG+AF8-lymph+AF8-,autosklearn,test,2,multiclass,0.93127,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-26T02:42:24,2927,2884.5,16.7,6,1683502708,,0.93127,0.884466,1.28652,
openml.org/t/2140,BNG+AF8-lymph+AF8-,autosklearn,test,3,multiclass,0.92845,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-26T03:31:30,2946,2909.5,13.9,4,1683502709,,0.92845,0.889384,0.849356,
openml.org/t/2140,BNG+AF8-lymph+AF8-,autosklearn,test,4,multiclass,0.92937,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-26T04:20:40,2949.7,2886.9,26.8,6,1683502710,,0.92937,0.881154,0.71657,
openml.org/t/2140,BNG+AF8-lymph+AF8-,autosklearn,test,5,multiclass,0.93079,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-26T05:09:46,2946,2895.6,20.9,7,1683502711,,0.93079,0.88383,0.634298,
openml.org/t/2140,BNG+AF8-lymph+AF8-,autosklearn,test,6,multiclass,0.92915,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-26T05:58:17,2910.4,2876.9,12.2,3,1683502712,,0.92915,0.894192,1.28946,
openml.org/t/2140,BNG+AF8-lymph+AF8-,autosklearn,test,7,multiclass,0.92915,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-26T06:47:01,2924.2,2879.9,17.8,6,1683502713,,0.92915,0.889297,1.15215,
openml.org/t/2140,BNG+AF8-lymph+AF8-,autosklearn,test,8,multiclass,0.9335,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-26T07:35:59,2937.7,2886.4,21.2,8,1683502714,,0.9335,0.884777,0.946131,
openml.org/t/2140,BNG+AF8-lymph+AF8-,autosklearn,test,9,multiclass,0.92934,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-26T08:24:46,2926.1,2883.7,16.7,7,1683502715,,0.92934,0.890319,0.768762,
openml.org/t/2140,BNG+AF8-lymph+AF8-,H2OAutoML,test,0,multiclass,,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-24T00:35:09,5769.7,,,,655297341,NoResultError: Interrupting thread MainThread +AFs-ident+AD0-140019680237376+AF0- after 5760s timeout.,,,,
openml.org/t/2140,BNG+AF8-lymph+AF8-,H2OAutoML,test,1,multiclass,0.92511,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-24T01:23:38,2909,2887.5,3.2,10,655297342,,0.92511,0.766381,0.211021,
openml.org/t/2140,BNG+AF8-lymph+AF8-,H2OAutoML,test,2,multiclass,0.89444,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-24T02:12:11,2913,2888.3,4.6,10,655297343,,0.89444,0.681258,0.42197,
openml.org/t/2140,BNG+AF8-lymph+AF8-,H2OAutoML,test,3,multiclass,0.89654,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-24T03:00:50,2918.9,2894.7,3.9,10,655297344,,0.89654,0.674989,0.379901,
openml.org/t/2140,BNG+AF8-lymph+AF8-,H2OAutoML,test,4,multiclass,0.89424,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-24T03:49:26,2915.3,2892,3.8,9,655297345,,0.89424,0.674013,0.388338,
openml.org/t/2140,BNG+AF8-lymph+AF8-,H2OAutoML,test,5,multiclass,0.93091,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-24T04:37:59,2912.4,2889.9,3.2,9,655297346,,0.93091,0.877992,0.182567,
openml.org/t/2140,BNG+AF8-lymph+AF8-,H2OAutoML,test,6,multiclass,0.89482,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-24T05:26:31,2912.1,2886.9,4.5,10,655297347,,0.89482,0.680904,0.381669,
openml.org/t/2140,BNG+AF8-lymph+AF8-,H2OAutoML,test,7,multiclass,0.89492,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-24T06:14:59,2907.8,2882.1,4.6,10,655297348,,0.89492,0.673626,0.377632,
